Entity	QRank	person	personLabel	dob
Q333744	18157	http://www.wikidata.org/entity/Q333744	George Nugent-Temple-Grenville, 1st Marquess of Buckingham	1753.0
Q6317671	18153	http://www.wikidata.org/entity/Q6317671	Justin Haythe	1973.0
Q17180643	18151	http://www.wikidata.org/entity/Q17180643	Ben Hawkey	1996.0
Q7405367	18147	http://www.wikidata.org/entity/Q7405367	Salma Sobhan	1937.0
Q5235960	18138	http://www.wikidata.org/entity/Q5235960	David Kernan	1938.0
Q13522456	18130	http://www.wikidata.org/entity/Q13522456	John Bunting	1927.0
Q432329	18120	http://www.wikidata.org/entity/Q432329	Paul Sackey	1979.0
Q750098	18119	http://www.wikidata.org/entity/Q750098	Aston Webb	1849.0
Q711029	18115	http://www.wikidata.org/entity/Q711029	Alexander Cadogan	1884.0
Q2920247	18111	http://www.wikidata.org/entity/Q2920247	Edmund Leopold de Rothschild	1916.0
Q540466	18081	http://www.wikidata.org/entity/Q540466	Derrick De Marney	1906.0
Q9332712	18071	http://www.wikidata.org/entity/Q9332712	Saffron Aldridge	1968.0
Q122760381	18066	http://www.wikidata.org/entity/Q122760381	Harry Jackson	1836.0
Q442902	18065	http://www.wikidata.org/entity/Q442902	Charlotte Turner Smith	1749.0
Q1686749	18065	http://www.wikidata.org/entity/Q1686749	Jem Karacan	1989.0
Q2134319	18027	http://www.wikidata.org/entity/Q2134319	Rayner Goddard, Baron Goddard	1877.0
Q6837135	18022	http://www.wikidata.org/entity/Q6837135	Michelle Lukes	1984.0
Q361592	18011	http://www.wikidata.org/entity/Q361592	Mika Immonen	1972.0
Q2648381	18001	http://www.wikidata.org/entity/Q2648381	Tonya Lee Williams	1958.0
Q2945133	17972	http://www.wikidata.org/entity/Q2945133	Meg Mundy	1915.0
Q7342195	17968	http://www.wikidata.org/entity/Q7342195	Robert Bolling	1646.0
Q23463111	17959	http://www.wikidata.org/entity/Q23463111	Zak Vyner	1997.0
Q27978963	17956	http://www.wikidata.org/entity/Q27978963	Idris Kanu	1999.0
Q309876	17924	http://www.wikidata.org/entity/Q309876	Niels Kaj Jerne	1911.0
Q1052356	17905	http://www.wikidata.org/entity/Q1052356	Cecil Spring-Rice	1859.0
Q109614	17864	http://www.wikidata.org/entity/Q109614	Nicola Ransom	1971.0
Q29261934	17853	http://www.wikidata.org/entity/Q29261934	Ebele Okaro	1964.0
Q273826	17848	http://www.wikidata.org/entity/Q273826	Mary Anne Clarke	1776.0
Q335557	17818	http://www.wikidata.org/entity/Q335557	Ian Russell, 13th Duke of Bedford	1917.0
Q1089921	17813	http://www.wikidata.org/entity/Q1089921	Anne Herbert, Countess of Pembroke	1515.0
Q101243256	17793	http://www.wikidata.org/entity/Q101243256	Athena Kugblenu	1981.0
Q5112903	17789	http://www.wikidata.org/entity/Q5112903	Christopher Morahan	1929.0
Q5664339	17771	http://www.wikidata.org/entity/Q5664339	Harriet Sylvia Ann Howland Green Wilks	1871.0
Q16090036	17769	http://www.wikidata.org/entity/Q16090036	Paul Danquah	1925.0
Q7172727	17764	http://www.wikidata.org/entity/Q7172727	Peter Bazalgette	1953.0
Q333554	17757	http://www.wikidata.org/entity/Q333554	Stanley Clinton-Davis, Baron Clinton-Davis	1928.0
Q1575792	17757	http://www.wikidata.org/entity/Q1575792	Hannah Lightfoot	1730.0
Q2813877	17751	http://www.wikidata.org/entity/Q2813877	Michael Finnissy	1946.0
Q7298299	17751	http://www.wikidata.org/entity/Q7298299	Ray Williams	1947.0
Q946315	17750	http://www.wikidata.org/entity/Q946315	John Hough	1941.0
Q4496084	17740	http://www.wikidata.org/entity/Q4496084	Charles Hart	1961.0
Q333964	17732	http://www.wikidata.org/entity/Q333964	Douglas Hogg	1945.0
Q62745180	17724	http://www.wikidata.org/entity/Q62745180	MoStack	1994.0
Q5534491	17715	http://www.wikidata.org/entity/Q5534491	Geoffrey Burridge	1948.0
Q3568633	17702	http://www.wikidata.org/entity/Q3568633	William De Morgan	1839.0
Q63143363	17695	http://www.wikidata.org/entity/Q63143363	Toby Foyeh	1950.0
Q11749295	17678	http://www.wikidata.org/entity/Q11749295	Krzysztof Jaraczewski	1954.0
Q2943751	17673	http://www.wikidata.org/entity/Q2943751	Cecily Lefort	1900.0
Q2663282	17671	http://www.wikidata.org/entity/Q2663282	Jerome Thomas	1983.0
Q1241783	17654	http://www.wikidata.org/entity/Q1241783	John Williams	1796.0
Q4886588	17649	http://www.wikidata.org/entity/Q4886588	Ben Turner	1980.0
Q4356380	17646	http://www.wikidata.org/entity/Q4356380	Jeremías	1973.0
Q337462	17644	http://www.wikidata.org/entity/Q337462	Eric Newby	1919.0
Q1094522	17642	http://www.wikidata.org/entity/Q1094522	Vince White	1960.0
Q4930851	17638	http://www.wikidata.org/entity/Q4930851	Blyth Daly	1901.0
Q1927055	17624	http://www.wikidata.org/entity/Q1927055	Michael Brennan	1912.0
Q7150228	17598	http://www.wikidata.org/entity/Q7150228	Paul Dempsey	1960.0
Q3049429	17588	http://www.wikidata.org/entity/Q3049429	Eily Malyon	1879.0
Q6307502	17580	http://www.wikidata.org/entity/Q6307502	Julian Richer	1959.0
Q3337838	17577	http://www.wikidata.org/entity/Q3337838	Neil Simpson	1961.0
Q4772511	17574	http://www.wikidata.org/entity/Q4772511	Anthony Finkelstein	1959.0
Q20752551	17560	http://www.wikidata.org/entity/Q20752551	Martin E. Franklin	1964.0
Q438712	17558	http://www.wikidata.org/entity/Q438712	Gwen Ffrangcon-Davies	1891.0
Q28595344	17546	http://www.wikidata.org/entity/Q28595344	Obi Melifonwu	1994.0
Q562652	17540	http://www.wikidata.org/entity/Q562652	Thomas Lodge	1558.0
Q4019960	17534	http://www.wikidata.org/entity/Q4019960	William Cecil, 2nd Earl of Salisbury	1591.0
Q369526	17533	http://www.wikidata.org/entity/Q369526	Margaret Kennedy	1896.0
Q955411	17530	http://www.wikidata.org/entity/Q955411	Alistair Horne	1925.0
Q11884760	17530	http://www.wikidata.org/entity/Q11884760	Norman Baillie-Stewart	1909.0
Q316338	17514	http://www.wikidata.org/entity/Q316338	Tino Sehgal	1976.0
Q334459	17491	http://www.wikidata.org/entity/Q334459	Horatio Bottomley	1860.0
Q3265183	17491	http://www.wikidata.org/entity/Q3265183	Luciana Caporaso	1973.0
Q7067269	17490	http://www.wikidata.org/entity/Q7067269	Hanoch Rosenn	1959.0
Q18162088	17484	http://www.wikidata.org/entity/Q18162088	Sue Monroe	1974.0
Q3372411	17471	http://www.wikidata.org/entity/Q3372411	Paul Weiland	1953.0
Q31498693	17470	http://www.wikidata.org/entity/Q31498693	Reece Prescod	1996.0
Q282180	17468	http://www.wikidata.org/entity/Q282180	Irene Curzon, 2nd Baroness Ravensdale	1896.0
Q16220802	17461	http://www.wikidata.org/entity/Q16220802	Elspeth Dudgeon	1871.0
Q333362	17454	http://www.wikidata.org/entity/Q333362	Ian Gilmour, Baron Gilmour of Craigmillar	1926.0
Q16137946	17429	http://www.wikidata.org/entity/Q16137946	Nicholas Young	1949.0
Q3849476	17414	http://www.wikidata.org/entity/Q3849476	Mark Falco	1960.0
Q2966474	17396	http://www.wikidata.org/entity/Q2966474	Christophe Roger-Vasselin	1957.0
Q276113	17370	http://www.wikidata.org/entity/Q276113	Sarah Morris	1967.0
Q5540777	17370	http://www.wikidata.org/entity/Q5540777	George Howard, Baron Howard of Henderskelfe	1920.0
Q731407	17360	http://www.wikidata.org/entity/Q731407	Constant Lambert	1905.0
Q528807	17349	http://www.wikidata.org/entity/Q528807	Micheál Mac Liammóir	1899.0
Q320259	17345	http://www.wikidata.org/entity/Q320259	Kevin Connor	1937.0
Q7700218	17344	http://www.wikidata.org/entity/Q7700218	Tennessee Thomas	1984.0
Q3513911	17339	http://www.wikidata.org/entity/Q3513911	Tahir Shah	1966.0
Q1374775	17327	http://www.wikidata.org/entity/Q1374775	Jasper Morrison	1959.0
Q16232708	17325	http://www.wikidata.org/entity/Q16232708	Max Lahiff	1989.0
Q16196429	17323	http://www.wikidata.org/entity/Q16196429	Simon Barry	1966.0
Q5075061	17312	http://www.wikidata.org/entity/Q5075061	Charles Alfred Bartlett	1868.0
Q6791304	17310	http://www.wikidata.org/entity/Q6791304	Matthew Taylor	1960.0
Q545410	17296	http://www.wikidata.org/entity/Q545410	Joan Rhodes	1921.0
Q614071	17294	http://www.wikidata.org/entity/Q614071	Charles Robert Ashbee	1863.0
Q6222692	17291	http://www.wikidata.org/entity/Q6222692	John Bowler	1952.0
Q108377	17271	http://www.wikidata.org/entity/Q108377	Melusina von der Schulenburg, Countess of Walsingham	1693.0
Q7822956	17269	http://www.wikidata.org/entity/Q7822956	Tony Melody	1922.0
Q6893549	17268	http://www.wikidata.org/entity/Q6893549	Mohan Kumaramangalam	1916.0
Q2068774	17267	http://www.wikidata.org/entity/Q2068774	Penelope Horner	1939.0
Q7495865	17261	http://www.wikidata.org/entity/Q7495865	Shezad Dawood	1974.0
Q81737958	17253	http://www.wikidata.org/entity/Q81737958	Nina Samuels	1988.0
Q6201118	17250	http://www.wikidata.org/entity/Q6201118	Jimmy Ray	1970.0
Q2675093	17239	http://www.wikidata.org/entity/Q2675093	Barrie Stevens	1943.0
Q543124	17213	http://www.wikidata.org/entity/Q543124	Anthony Harvey	1930.0
Q336421	17201	http://www.wikidata.org/entity/Q336421	Robert Crewe-Milnes, 1st Marquess of Crewe	1858.0
Q1564825	17183	http://www.wikidata.org/entity/Q1564825	George Grossmith	1847.0
Q457544	17174	http://www.wikidata.org/entity/Q457544	Oscar Eckenstein	1859.0
Q21500792	17169	http://www.wikidata.org/entity/Q21500792	Kemi Adeosun	1967.0
Q74148232	17158	http://www.wikidata.org/entity/Q74148232	William Russell	1965.0
Q336970	17124	http://www.wikidata.org/entity/Q336970	George Montagu, 8th Duke of Manchester	1853.0
Q5345282	17122	http://www.wikidata.org/entity/Q5345282	Edward Sexton	1942.0
Q3182021	17113	http://www.wikidata.org/entity/Q3182021	John Maybury	1958.0
Q2915755	17098	http://www.wikidata.org/entity/Q2915755	Michael Arad	1969.0
Q5525194	17091	http://www.wikidata.org/entity/Q5525194	Gary Hailes	1965.0
Q2621015	17069	http://www.wikidata.org/entity/Q2621015	David Chavchavadze	1924.0
Q5083684	17063	http://www.wikidata.org/entity/Q5083684	Charles Wood, 2nd Earl of Halifax	1912.0
Q94584	17049	http://www.wikidata.org/entity/Q94584	Alexander Sims	1988.0
Q112183636	17038	http://www.wikidata.org/entity/Q112183636	Skye Lucia Degruttola	2005.0
Q2305122	17024	http://www.wikidata.org/entity/Q2305122	John Collier	1901.0
Q3209551	17022	http://www.wikidata.org/entity/Q3209551	Penelope Gilliatt	1932.0
Q7411723	17013	http://www.wikidata.org/entity/Q7411723	Samuel Honywood	1996.0
Q5645353	17010	http://www.wikidata.org/entity/Q5645353	Hamish Bowles	1963.0
Q1927883	17005	http://www.wikidata.org/entity/Q1927883	Michael Holroyd	1935.0
Q556051	17000	http://www.wikidata.org/entity/Q556051	Richard Harvey	1953.0
Q4944889	16997	http://www.wikidata.org/entity/Q4944889	Jenny Diski	1947.0
Q1606590	16996	http://www.wikidata.org/entity/Q1606590	Henry Carey	1687.0
Q771810	16986	http://www.wikidata.org/entity/Q771810	Henry Brandon, 1st Earl of Lincoln	1523.0
Q3181572	16980	http://www.wikidata.org/entity/Q3181572	John Spencer-Churchill	1909.0
Q3375118	16978	http://www.wikidata.org/entity/Q3375118	Elizabeth Cromwell	1598.0
Q11865858	16957	http://www.wikidata.org/entity/Q11865858	Jan Erola	1969.0
Q3157292	16956	http://www.wikidata.org/entity/Q3157292	Jack Pulman	1925.0
Q55496872	16953	http://www.wikidata.org/entity/Q55496872	Robert Stafford Arthur Palmer	1888.0
Q938050	16928	http://www.wikidata.org/entity/Q938050	Alan Marshall	1938.0
Q537920	16913	http://www.wikidata.org/entity/Q537920	Kylie Travis	1966.0
Q160681	16910	http://www.wikidata.org/entity/Q160681	William Huggins	1824.0
Q1605543	16908	http://www.wikidata.org/entity/Q1605543	Jack Hingert	1990.0
Q739275	16906	http://www.wikidata.org/entity/Q739275	Ernest Starling	1866.0
Q718287	16902	http://www.wikidata.org/entity/Q718287	David Bedford	1937.0
Q1374692	16898	http://www.wikidata.org/entity/Q1374692	Stuart Dryburgh	1952.0
Q16222354	16892	http://www.wikidata.org/entity/Q16222354	Ninja	1983.0
Q3752739	16874	http://www.wikidata.org/entity/Q3752739	Frederick Kerr	1858.0
Q1351330	16863	http://www.wikidata.org/entity/Q1351330	Eric Hebborn	1934.0
Q1260149	16846	http://www.wikidata.org/entity/Q1260149	Gavin Grant	1984.0
Q273448	16843	http://www.wikidata.org/entity/Q273448	Miss Read	1913.0
Q3189046	16841	http://www.wikidata.org/entity/Q3189046	Julia Gregson	1947.0
Q2645022	16840	http://www.wikidata.org/entity/Q2645022	William Miller	1996.0
Q51515	16819	http://www.wikidata.org/entity/Q51515	John Chadwick	1920.0
Q2479905	16818	http://www.wikidata.org/entity/Q2479905	James Gascoyne-Cecil, 2nd Marquess of Salisbury	1791.0
Q2979093	16799	http://www.wikidata.org/entity/Q2979093	Clifford Victor Johnson	1968.0
Q16923267	16786	http://www.wikidata.org/entity/Q16923267	Maggie Leung Hoi Ning	1992.0
Q518555	16747	http://www.wikidata.org/entity/Q518555	Giovanni Malagodi	1904.0
Q5626030	16732	http://www.wikidata.org/entity/Q5626030	Gérard Watkins	1965.0
Q435165	16726	http://www.wikidata.org/entity/Q435165	Katie Carr	1973.0
Q16151305	16701	http://www.wikidata.org/entity/Q16151305	David Barbarossa	1961.0
Q67907363	16701	http://www.wikidata.org/entity/Q67907363	Bill Laurance	1981.0
Q5221590	16687	http://www.wikidata.org/entity/Q5221590	Daphne Anderson	1922.0
Q116378	16686	http://www.wikidata.org/entity/Q116378	Sandra Chambers	1967.0
Q289748	16683	http://www.wikidata.org/entity/Q289748	Catarina Wallenstein	1986.0
Q2901293	16671	http://www.wikidata.org/entity/Q2901293	Eric Hill	1927.0
Q568813	16668	http://www.wikidata.org/entity/Q568813	Kim Braden	1949.0
Q5365677	16666	http://www.wikidata.org/entity/Q5365677	Elliott Jordan	1983.0
Q5877931	16655	http://www.wikidata.org/entity/Q5877931	George Saunders	1989.0
Q15521093	16652	http://www.wikidata.org/entity/Q15521093	Michael Bryant	1928.0
Q558052	16648	http://www.wikidata.org/entity/Q558052	Douglas Reed	1895.0
Q2203515	16647	http://www.wikidata.org/entity/Q2203515	Jack Crawford	1988.0
Q529558	16613	http://www.wikidata.org/entity/Q529558	Elizabeth Bibesco	1897.0
Q768781	16599	http://www.wikidata.org/entity/Q768781	Bunny Austin	1906.0
Q11495273	16593	http://www.wikidata.org/entity/Q11495273	RanfuぁN Ō	1938.0
Q1391078	16592	http://www.wikidata.org/entity/Q1391078	John Frederick Lewis	1805.0
Q931918	16586	http://www.wikidata.org/entity/Q931918	Norrie Paramor	1914.0
Q528966	16583	http://www.wikidata.org/entity/Q528966	Alan Davies	1961.0
Q5363001	16577	http://www.wikidata.org/entity/Q5363001	Thomas Monro	1759.0
Q5309200	16572	http://www.wikidata.org/entity/Q5309200	Drummie Zeb	1959.0
Q7705617	16568	http://www.wikidata.org/entity/Q7705617	Tessa Pollitt	1959.0
Q4590782	16565	http://www.wikidata.org/entity/Q4590782	Prince Nikola of Serbia	1958.0
Q7651425	16565	http://www.wikidata.org/entity/Q7651425	Suzy Klein	1975.0
Q4768140	16560	http://www.wikidata.org/entity/Q4768140	Anne Aubrey	1937.0
Q3182785	16559	http://www.wikidata.org/entity/Q3182785	John Woodnutt	1924.0
Q5703595	16543	http://www.wikidata.org/entity/Q5703595	Helena Jaczek	1950.0
Q7181710	16542	http://www.wikidata.org/entity/Q7181710	Phil Blake	1964.0
Q2841033	16540	http://www.wikidata.org/entity/Q2841033	Amanda Ghost	1974.0
Q4717976	16531	http://www.wikidata.org/entity/Q4717976	Alex Wheatle	1963.0
Q707695	16523	http://www.wikidata.org/entity/Q707695	Sir Josiah Child, 1st Baronet	1630.0
Q656655	16518	http://www.wikidata.org/entity/Q656655	Michael Deeley	1932.0
Q2129510	16503	http://www.wikidata.org/entity/Q2129510	Karl Georg August, Hereditary Prince of Brunswick-Wolfenbüttel	1766.0
Q721429	16502	http://www.wikidata.org/entity/Q721429	Alastair Fothergill	1960.0
Q1557536	16501	http://www.wikidata.org/entity/Q1557536	Guy Liddell	1892.0
Q728167	16486	http://www.wikidata.org/entity/Q728167	David Jones	1952.0
Q721537	16479	http://www.wikidata.org/entity/Q721537	James Alison	1959.0
Q1131853	16461	http://www.wikidata.org/entity/Q1131853	Coral Amiga	2000.0
Q2352380	16460	http://www.wikidata.org/entity/Q2352380	Jervis Johnson	1959.0
Q1446684	16441	http://www.wikidata.org/entity/Q1446684	Benjamin Walker	1753.0
Q10393713	16432	http://www.wikidata.org/entity/Q10393713	William Naraine	1965.0
Q3052374	16427	http://www.wikidata.org/entity/Q3052374	Emily Hamilton	1971.0
Q4858769	16425	http://www.wikidata.org/entity/Q4858769	Barbara Bray	1924.0
Q1171006	16397	http://www.wikidata.org/entity/Q1171006	Ray Santilli	1958.0
Q445389	16387	http://www.wikidata.org/entity/Q445389	Ariane Sherine	1980.0
Q7182276	16370	http://www.wikidata.org/entity/Q7182276	Phil Piratin	1907.0
Q16107158	16363	http://www.wikidata.org/entity/Q16107158	Gillian Triggs	1945.0
Q256250	16356	http://www.wikidata.org/entity/Q256250	William Melling	1994.0
Q21585344	16352	http://www.wikidata.org/entity/Q21585344	Izzy Bizu	1994.0
Q12249036	16333	http://www.wikidata.org/entity/Q12249036	Nahla Zaki	1987.0
Q4768524	16315	http://www.wikidata.org/entity/Q4768524	Anne Lambton	1954.0
Q3172301	16306	http://www.wikidata.org/entity/Q3172301	Jean Gilpin	1950.0
Q15814078	16303	http://www.wikidata.org/entity/Q15814078	Sohn	1950.0
Q21716120	16294	http://www.wikidata.org/entity/Q21716120	Jeff Foster	1980.0
Q472360	16276	http://www.wikidata.org/entity/Q472360	Saad Mohseni	1966.0
Q563395	16258	http://www.wikidata.org/entity/Q563395	Cyril Davies	1932.0
Q85756383	16240	http://www.wikidata.org/entity/Q85756383	Deno	2002.0
Q478714	16239	http://www.wikidata.org/entity/Q478714	Andrew Selous	1962.0
Q723877	16236	http://www.wikidata.org/entity/Q723877	Joseph Lancaster	1778.0
Q2768962	16214	http://www.wikidata.org/entity/Q2768962	Tony O'Callaghan	1956.0
Q22959109	16211	http://www.wikidata.org/entity/Q22959109	Norman Fenton	1956.0
Q204340	16204	http://www.wikidata.org/entity/Q204340	Helen Doron	1955.0
Q4717055	16204	http://www.wikidata.org/entity/Q4717055	Alex Gilbey	1994.0
Q529415	16201	http://www.wikidata.org/entity/Q529415	Anne Hamilton, 3rd Duchess of Hamilton	1632.0
Q901493	16173	http://www.wikidata.org/entity/Q901493	Dan Clark	1976.0
Q5534792	16155	http://www.wikidata.org/entity/Q5534792	Geoffrey Nice	1945.0
Q2312525	16154	http://www.wikidata.org/entity/Q2312525	James Langley Dalton	1833.0
Q1173959	16150	http://www.wikidata.org/entity/Q1173959	David Cesarani	1956.0
Q4165911	16139	http://www.wikidata.org/entity/Q4165911	Marian Montagu Douglas Scott	1908.0
Q710339	16138	http://www.wikidata.org/entity/Q710339	David Bedford	1949.0
Q350734	16127	http://www.wikidata.org/entity/Q350734	Adam Roberts	1965.0
Q4247061	16125	http://www.wikidata.org/entity/Q4247061	Caroline Coon	1945.0
Q216514	16117	http://www.wikidata.org/entity/Q216514	Wilfrid Israel	1899.0
Q22690444	16102	http://www.wikidata.org/entity/Q22690444	Harris J	1997.0
Q332639	16097	http://www.wikidata.org/entity/Q332639	Henry Petty-Fitzmaurice, 3rd Marquess of Lansdowne	1780.0
Q4678769	16087	http://www.wikidata.org/entity/Q4678769	Adam Brace	1980.0
Q335316	16081	http://www.wikidata.org/entity/Q335316	Henry Bathurst, 3rd Earl Bathurst	1762.0
Q6835407	16067	http://www.wikidata.org/entity/Q6835407	Michael Wisher	1935.0
Q977487	16060	http://www.wikidata.org/entity/Q977487	Don Lawrence	1928.0
Q564097	16057	http://www.wikidata.org/entity/Q564097	Annabelle Stephenson	1988.0
Q275483	16044	http://www.wikidata.org/entity/Q275483	Joan Barry	1903.0
Q20685094	16037	http://www.wikidata.org/entity/Q20685094	Leon Patitsas	1976.0
Q15825311	16020	http://www.wikidata.org/entity/Q15825311	Larry Smith	2000.0
Q41187938	16014	http://www.wikidata.org/entity/Q41187938	Vas J Morgan	1988.0
Q2568971	15996	http://www.wikidata.org/entity/Q2568971	Benjamin Hall, 1st Baron Llanover	1802.0
Q7151787	15989	http://www.wikidata.org/entity/Q7151787	Paul King	1948.0
Q7144076	15988	http://www.wikidata.org/entity/Q7144076	Pat Thomson	1940.0
Q18764033	15987	http://www.wikidata.org/entity/Q18764033	Kevin Dutton	1967.0
Q6210632	15984	http://www.wikidata.org/entity/Q6210632	Joe Keith	1978.0
Q574182	15957	http://www.wikidata.org/entity/Q574182	Geoff Stephens	1934.0
Q2085637	15954	http://www.wikidata.org/entity/Q2085637	Phil Fearon	1956.0
Q336205	15950	http://www.wikidata.org/entity/Q336205	Christopher Tugendhat, Baron Tugendhat	1937.0
Q6552505	15950	http://www.wikidata.org/entity/Q6552505	Lindi St Clair	1952.0
Q1382271	15932	http://www.wikidata.org/entity/Q1382271	Leonard Feather	1914.0
Q19859309	15915	http://www.wikidata.org/entity/Q19859309	Matthew Spender	1945.0
Q5297790	15914	http://www.wikidata.org/entity/Q5297790	Dorian Healy	1962.0
Q25634049	15911	http://www.wikidata.org/entity/Q25634049	Sahara Knite	1975.0
Q1350215	15894	http://www.wikidata.org/entity/Q1350215	Gordon Jacob	1895.0
Q19872158	15885	http://www.wikidata.org/entity/Q19872158	Clarence Clarity	1985.0
Q20708147	15884	http://www.wikidata.org/entity/Q20708147	Ben Judah	1988.0
Q741873	15881	http://www.wikidata.org/entity/Q741873	Christmas Humphreys	1901.0
Q381698	15871	http://www.wikidata.org/entity/Q381698	John Michael Wright	1617.0
Q1363572	15870	http://www.wikidata.org/entity/Q1363572	Julius Vogel	1835.0
Q335594	15860	http://www.wikidata.org/entity/Q335594	Charles Gordon-Lennox, 8th Duke of Richmond	1870.0
Q6307049	15859	http://www.wikidata.org/entity/Q6307049	Julian Chagrin	1940.0
Q7610327	15836	http://www.wikidata.org/entity/Q7610327	Stephen Rahman-Hughes	1970.0
Q1227741	15825	http://www.wikidata.org/entity/Q1227741	Thomas Hoccleve	1369.0
Q7802897	15810	http://www.wikidata.org/entity/Q7802897	Tilly Bagshawe	1973.0
Q1405916	15801	http://www.wikidata.org/entity/Q1405916	Norman Cohn	1915.0
Q48977	15774	http://www.wikidata.org/entity/Q48977	Archer John Porter Martin	1910.0
Q19561352	15765	http://www.wikidata.org/entity/Q19561352	Mandela Egbo	1997.0
Q3609675	15760	http://www.wikidata.org/entity/Q3609675	Alessandra Celi	1966.0
Q5751662	15759	http://www.wikidata.org/entity/Q5751662	Hidayat Inayat Khan	1917.0
Q1344250	15753	http://www.wikidata.org/entity/Q1344250	Peter Cheyney	1896.0
Q368197	15745	http://www.wikidata.org/entity/Q368197	Mark Day	1961.0
Q860649	15745	http://www.wikidata.org/entity/Q860649	Serapion of Algiers	1179.0
Q30941606	15743	http://www.wikidata.org/entity/Q30941606	Sherard Cowper-Coles	1955.0
Q2997327	15732	http://www.wikidata.org/entity/Q2997327	Corinne Day	1962.0
Q1691383	15726	http://www.wikidata.org/entity/Q1691383	Joe Dever	1956.0
Q5730498	15723	http://www.wikidata.org/entity/Q5730498	Henry Woolf	1930.0
Q1748743	15717	http://www.wikidata.org/entity/Q1748743	Timothy Good	1942.0
Q6849391	15702	http://www.wikidata.org/entity/Q6849391	Mike de Albuquerque	1947.0
Q6769146	15687	http://www.wikidata.org/entity/Q6769146	Mark Padmore	1961.0
Q1249964	15669	http://www.wikidata.org/entity/Q1249964	Sarah Fairbrother	1816.0
Q4960985	15662	http://www.wikidata.org/entity/Q4960985	Brendan McCarthy	1953.0
Q246018	15618	http://www.wikidata.org/entity/Q246018	John Mason Neale	1818.0
Q1606714	15585	http://www.wikidata.org/entity/Q1606714	Gerald Heard	1889.0
Q5301523	15583	http://www.wikidata.org/entity/Q5301523	Douglas Glover	1908.0
Q5662915	15564	http://www.wikidata.org/entity/Q5662915	Haroon	1973.0
Q710677	15561	http://www.wikidata.org/entity/Q710677	Austin Bradford Hill	1897.0
Q596925	15546	http://www.wikidata.org/entity/Q596925	Edmund Clerihew Bentley	1875.0
Q1699489	15546	http://www.wikidata.org/entity/Q1699489	John C. G. Röhl	1938.0
Q1178414	15532	http://www.wikidata.org/entity/Q1178414	Davy Kaye	1916.0
Q3760534	15520	http://www.wikidata.org/entity/Q3760534	George Howard, 13th Earl of Carlisle	1949.0
Q176472	15511	http://www.wikidata.org/entity/Q176472	William Henry Smith	1825.0
Q6197449	15501	http://www.wikidata.org/entity/Q6197449	Jim Pembroke	1946.0
Q13598783	15498	http://www.wikidata.org/entity/Q13598783	Euan Uglow	1932.0
Q707932	15491	http://www.wikidata.org/entity/Q707932	John Fielding	1721.0
Q1673614	15488	http://www.wikidata.org/entity/Q1673614	Isabella Ingram-Seymour-Conway, Marchioness of Hertford	1759.0
Q333046	15472	http://www.wikidata.org/entity/Q333046	David Howell, Baron Howell of Guildford	1936.0
Q3048119	15463	http://www.wikidata.org/entity/Q3048119	Edmund Morel	1840.0
Q16211353	15461	http://www.wikidata.org/entity/Q16211353	Tanya Fear	1989.0
Q628089	15460	http://www.wikidata.org/entity/Q628089	William Keppel, 7th Earl of Albemarle	1832.0
Q575027	15455	http://www.wikidata.org/entity/Q575027	Mark Reckless	1970.0
Q48986	15454	http://www.wikidata.org/entity/Q48986	Cyril Norman Hinshelwood	1897.0
Q3279133	15453	http://www.wikidata.org/entity/Q3279133	Dan Joyce	1976.0
Q7427816	15451	http://www.wikidata.org/entity/Q7427816	Savanah Leaf	1993.0
Q8237	15450	http://www.wikidata.org/entity/Q8237	Richard Holmes	1945.0
Q951493	15421	http://www.wikidata.org/entity/Q951493	Charles Jarrott	1927.0
Q2490682	15421	http://www.wikidata.org/entity/Q2490682	Bill Curbishley	1942.0
Q7803816	15418	http://www.wikidata.org/entity/Q7803816	Tim Lebbon	1969.0
Q10857106	15418	http://www.wikidata.org/entity/Q10857106	John Salthouse	1951.0
Q725559	15400	http://www.wikidata.org/entity/Q725559	Edmund Blunden	1896.0
Q4019904	15398	http://www.wikidata.org/entity/Q4019904	Willem van Keppel, 2nd Earl of Albemarle	1702.0
Q807414	15391	http://www.wikidata.org/entity/Q807414	Barbara Everest	1890.0
Q321008	15378	http://www.wikidata.org/entity/Q321008	Patrick Dalzel-Job	1913.0
Q336936	15374	http://www.wikidata.org/entity/Q336936	D'Arcy Osborne, 12th Duke of Leeds	1884.0
Q6261430	15368	http://www.wikidata.org/entity/Q6261430	John Turner	1932.0
Q4762597	15365	http://www.wikidata.org/entity/Q4762597	Angela du Maurier	1904.0
Q7518162	15344	http://www.wikidata.org/entity/Q7518162	Simon Ambrose	1980.0
Q5346778	15342	http://www.wikidata.org/entity/Q5346778	Edwin Richfield	1921.0
Q115608204	15334	http://www.wikidata.org/entity/Q115608204	Carlton Elizabeth	1973.0
Q3561603	15332	http://www.wikidata.org/entity/Q3561603	Vivien Goldman	1954.0
Q913699	15325	http://www.wikidata.org/entity/Q913699	Kieran Agard	1989.0
Q6186008	15317	http://www.wikidata.org/entity/Q6186008	Jess Robinson	1983.0
Q1397396	15316	http://www.wikidata.org/entity/Q1397396	Jan Kavan	1946.0
Q3103794	15274	http://www.wikidata.org/entity/Q3103794	Georgina Hagen	1991.0
Q77643705	15273	http://www.wikidata.org/entity/Q77643705	Theo Devaney	1984.0
