Entity	QRank	person	personLabel	dob
Q1628891	5285	http://www.wikidata.org/entity/Q1628891	Alex Reece	2000.0
Q7177887	5285	http://www.wikidata.org/entity/Q7177887	Peter de Cruz	1990.0
Q336737	5284	http://www.wikidata.org/entity/Q336737	Victor Child Villiers, 7th Earl of Jersey	1845.0
Q6451457	5284	http://www.wikidata.org/entity/Q6451457	Kyle Stanger	1997.0
Q629749	5283	http://www.wikidata.org/entity/Q629749	Ram Vaswani	1970.0
Q4772592	5273	http://www.wikidata.org/entity/Q4772592	Anthony Gilbert	1899.0
Q15967732	5271	http://www.wikidata.org/entity/Q15967732	Nicholas Hannen	1881.0
Q28062334	5270	http://www.wikidata.org/entity/Q28062334	Florence Arliss	1868.0
Q718819	5266	http://www.wikidata.org/entity/Q718819	Barry Guy	1947.0
Q17232781	5266	http://www.wikidata.org/entity/Q17232781	Amani Fancy	1997.0
Q3991358	5264	http://www.wikidata.org/entity/Q3991358	Tim Hinkley	1946.0
Q6490418	5262	http://www.wikidata.org/entity/Q6490418	Larry Grey	1894.0
Q6370841	5260	http://www.wikidata.org/entity/Q6370841	Karin Grech	1962.0
Q462041	5259	http://www.wikidata.org/entity/Q462041	Donna Fraser	1972.0
Q25190231	5259	http://www.wikidata.org/entity/Q25190231	Dan Caplen	1992.0
Q176372	5258	http://www.wikidata.org/entity/Q176372	David Gascoyne	1916.0
Q275074	5256	http://www.wikidata.org/entity/Q275074	Eva Crane	1912.0
Q3295932	5250	http://www.wikidata.org/entity/Q3295932	Martyn Green	1899.0
Q3752751	5250	http://www.wikidata.org/entity/Q3752751	Sir Frederick Pollock, 3rd Baronet	1845.0
Q4798602	5249	http://www.wikidata.org/entity/Q4798602	Arthur Elsley	1860.0
Q20631094	5249	http://www.wikidata.org/entity/Q20631094	Simon Gandolfi	1933.0
Q6470225	5248	http://www.wikidata.org/entity/Q6470225	Lady Helena Gleichen	1873.0
Q11779042	5246	http://www.wikidata.org/entity/Q11779042	Michał Mościcki	1894.0
Q333223	5245	http://www.wikidata.org/entity/Q333223	James Yorke Scarlett	1799.0
Q258629	5242	http://www.wikidata.org/entity/Q258629	Samuel Pasco	1834.0
Q5398505	5240	http://www.wikidata.org/entity/Q5398505	Esme Percy	1887.0
Q6948102	5235	http://www.wikidata.org/entity/Q6948102	Myra De Groot	1937.0
Q962126	5234	http://www.wikidata.org/entity/Q962126	Charles Groves	1915.0
Q5586735	5233	http://www.wikidata.org/entity/Q5586735	Samuel Brittan	1933.0
Q6238282	5233	http://www.wikidata.org/entity/Q6238282	Richard Westmacott	1775.0
Q19721428	5233	http://www.wikidata.org/entity/Q19721428	Primula Rollo	1918.0
Q708029	5228	http://www.wikidata.org/entity/Q708029	Kenneth Bulmer	1921.0
Q1566970	5226	http://www.wikidata.org/entity/Q1566970	Norman Felton	1913.0
Q5075846	5226	http://www.wikidata.org/entity/Q5075846	Charles Brudenell-Bruce, 1st Marquess of Ailesbury	1773.0
Q146051	5223	http://www.wikidata.org/entity/Q146051	Zana Briski	1966.0
Q6499295	5218	http://www.wikidata.org/entity/Q6499295	Laura Patch	1980.0
Q4670298	5216	http://www.wikidata.org/entity/Q4670298	Charles Pepys, 1st Earl of Cottenham	1781.0
Q7325099	5215	http://www.wikidata.org/entity/Q7325099	Richard Davenport-Hines	1953.0
Q276177	5214	http://www.wikidata.org/entity/Q276177	Gertrude Caton-Thompson	1888.0
Q4912787	5210	http://www.wikidata.org/entity/Q4912787	Billy Jennings	1952.0
Q214424	5206	http://www.wikidata.org/entity/Q214424	Georg Adam, Prince of Starhemberg	1724.0
Q1608328	5206	http://www.wikidata.org/entity/Q1608328	Mary Kerridge	1914.0
Q3161050	5206	http://www.wikidata.org/entity/Q3161050	James Edmund Scripps	1835.0
Q14912360	5200	http://www.wikidata.org/entity/Q14912360	Stephen Tomlin	1901.0
Q6795163	5196	http://www.wikidata.org/entity/Q6795163	Max Rayne	1918.0
Q47486478	5196	http://www.wikidata.org/entity/Q47486478	Nancy Beaton	1909.0
Q5418380	5194	http://www.wikidata.org/entity/Q5418380	Evie Wyld	1980.0
Q6204394	5194	http://www.wikidata.org/entity/Q6204394	Jo Russell	1970.0
Q5434024	5192	http://www.wikidata.org/entity/Q5434024	Fanny Davenport	1850.0
Q607368	5186	http://www.wikidata.org/entity/Q607368	Tobias Matthay	1858.0
Q337615	5183	http://www.wikidata.org/entity/Q337615	Charles Howard	1867.0
Q8354731	5183	http://www.wikidata.org/entity/Q8354731	Denis Goodwin	1929.0
Q4682811	5182	http://www.wikidata.org/entity/Q4682811	Adil Omar	1991.0
Q3431132	5181	http://www.wikidata.org/entity/Q3431132	Richard Pool-Jones	1969.0
Q720166	5172	http://www.wikidata.org/entity/Q720166	Moses Harris	1730.0
Q1087989	5172	http://www.wikidata.org/entity/Q1087989	Geoffrey Ashe	1923.0
Q6375683	5171	http://www.wikidata.org/entity/Q6375683	Kate Nicholson	1929.0
Q161969	5170	http://www.wikidata.org/entity/Q161969	George Frederic Still	1868.0
Q5719970	5168	http://www.wikidata.org/entity/Q5719970	Henry Croft	1861.0
Q2667225	5165	http://www.wikidata.org/entity/Q2667225	Alan Gowen	1947.0
Q4711044	5163	http://www.wikidata.org/entity/Q4711044	Albert Profumo	1879.0
Q1091103	5162	http://www.wikidata.org/entity/Q1091103	Catharine Trotter	1674.0
Q5104734	5160	http://www.wikidata.org/entity/Q5104734	Chook Sibtain	1969.0
Q6769268	5160	http://www.wikidata.org/entity/Q6769268	Mark Pilkington	1973.0
Q6526692	5159	http://www.wikidata.org/entity/Q6526692	Leonora Braham	1853.0
Q4723304	5155	http://www.wikidata.org/entity/Q4723304	Alfred Poland	1822.0
Q4710834	5151	http://www.wikidata.org/entity/Q4710834	Albert Meltzer	1920.0
Q3315889	5148	http://www.wikidata.org/entity/Q3315889	Miranda Aldhouse-Green	1947.0
Q544586	5144	http://www.wikidata.org/entity/Q544586	Mary Muller	1819.0
Q717391	5140	http://www.wikidata.org/entity/Q717391	Everard F. im Thurn	1852.0
Q6681326	5137	http://www.wikidata.org/entity/Q6681326	Lorna Arnold	1915.0
Q2085316	5136	http://www.wikidata.org/entity/Q2085316	George Stewart, 9th Seigneur d'Aubigny	1618.0
Q3828136	5135	http://www.wikidata.org/entity/Q3828136	Lawrence Dundas, 1st Marquess of Zetland	1844.0
Q116747	5133	http://www.wikidata.org/entity/Q116747	William Pleeth	1916.0
Q7828485	5126	http://www.wikidata.org/entity/Q7828485	Totti Truman Taylor	1915.0
Q734537	5124	http://www.wikidata.org/entity/Q734537	Robert Jankel	1938.0
Q2372111	5124	http://www.wikidata.org/entity/Q2372111	Charles Davenant	1656.0
Q5248420	5124	http://www.wikidata.org/entity/Q5248420	Deborahe Glasgow	1965.0
Q6037310	5122	http://www.wikidata.org/entity/Q6037310	John Patteson	1827.0
Q467295	5119	http://www.wikidata.org/entity/Q467295	Jenny Downham	1964.0
Q34064147	5119	http://www.wikidata.org/entity/Q34064147	Caroline Spencer, Duchess of Marlborough	1743.0
Q333382	5115	http://www.wikidata.org/entity/Q333382	Edward Turnour, 6th Earl Winterton	1883.0
Q425576	5111	http://www.wikidata.org/entity/Q425576	Michael Lipman	1980.0
Q335873	5110	http://www.wikidata.org/entity/Q335873	Robin Dixon, 3rd Baron Glentoran	1935.0
Q5553307	5110	http://www.wikidata.org/entity/Q5553307	Gertrude Denman, Baroness Denman	1884.0
Q16215526	5107	http://www.wikidata.org/entity/Q16215526	Neil Ryan	1975.0
Q7358769	5103	http://www.wikidata.org/entity/Q7358769	Roger Parry	1953.0
Q56009389	5103	http://www.wikidata.org/entity/Q56009389	Eden Cheng	2002.0
Q540667	5102	http://www.wikidata.org/entity/Q540667	Samuel Frederick Gray	1766.0
Q4775608	5102	http://www.wikidata.org/entity/Q4775608	Frederick Dickens	1820.0
Q9292296	5099	http://www.wikidata.org/entity/Q9292296	Hilton Young, 1st Baron Kennet	1879.0
Q687611	5096	http://www.wikidata.org/entity/Q687611	David Masser	1948.0
Q3322373	5096	http://www.wikidata.org/entity/Q3322373	Montagu Bertie, 7th Earl of Abingdon	1836.0
Q204358	5095	http://www.wikidata.org/entity/Q204358	Shirley Waldemar Baker	1839.0
Q6136807	5095	http://www.wikidata.org/entity/Q6136807	James Jameson	1824.0
Q7498688	5095	http://www.wikidata.org/entity/Q7498688	Shirley Ann Russell	1935.0
Q43969205	5095	http://www.wikidata.org/entity/Q43969205	Clare Wheatley	1971.0
Q595112	5086	http://www.wikidata.org/entity/Q595112	Joel Hopkins	1970.0
Q23883001	5084	http://www.wikidata.org/entity/Q23883001	Lucy Quist	1974.0
Q6259616	5083	http://www.wikidata.org/entity/Q6259616	John Sullivan	1788.0
Q4814982	5079	http://www.wikidata.org/entity/Q4814982	Pippa Greenwood	1963.0
Q1651229	5078	http://www.wikidata.org/entity/Q1651229	Edward Garnett	1868.0
Q114774220	5054	http://www.wikidata.org/entity/Q114774220	Rodel Richards	2000.0
Q4721436	5053	http://www.wikidata.org/entity/Q4721436	Alexis Dubus	1979.0
Q20725314	5050	http://www.wikidata.org/entity/Q20725314	Andy Scott	1949.0
Q29018738	5048	http://www.wikidata.org/entity/Q29018738	Philip Moriarty	1968.0
Q60957973	5046	http://www.wikidata.org/entity/Q60957973	Alec Ryrie	1971.0
Q4898991	5043	http://www.wikidata.org/entity/Q4898991	Betty Thatcher	1944.0
Q7965909	5043	http://www.wikidata.org/entity/Q7965909	Walter Raleigh	1861.0
Q18719467	5043	http://www.wikidata.org/entity/Q18719467	Emma Healey	1985.0
Q3778345	5042	http://www.wikidata.org/entity/Q3778345	Neale Fenn	1977.0
Q521895	5040	http://www.wikidata.org/entity/Q521895	Steve Woolgar	1950.0
Q5237811	5038	http://www.wikidata.org/entity/Q5237811	David Munro	1944.0
Q332731	5037	http://www.wikidata.org/entity/Q332731	Frederic Thesiger, 1st Baron Chelmsford	1794.0
Q1985789	5035	http://www.wikidata.org/entity/Q1985789	Nicky Blackmarket	1967.0
Q6242341	5035	http://www.wikidata.org/entity/Q6242341	John Jympson	1930.0
Q387525	5033	http://www.wikidata.org/entity/Q387525	Wavell Wakefield, 1st Baron Wakefield of Kendal	1898.0
Q4889592	5032	http://www.wikidata.org/entity/Q4889592	Benn Levy	1900.0
Q13522460	5031	http://www.wikidata.org/entity/Q13522460	Stephen Clarkson	1937.0
Q8042963	5029	http://www.wikidata.org/entity/Q8042963	Xanthe Elbrick	1978.0
Q7154256	5028	http://www.wikidata.org/entity/Q7154256	Paul Watson	1942.0
Q5296419	5027	http://www.wikidata.org/entity/Q5296419	Donna McPhail	1962.0
Q7601485	5026	http://www.wikidata.org/entity/Q7601485	Starboy Nathan	1986.0
Q20638849	5026	http://www.wikidata.org/entity/Q20638849	Laline Paull	2000.0
Q3080812	5025	http://www.wikidata.org/entity/Q3080812	Frances Buss	1827.0
Q1191771	5024	http://www.wikidata.org/entity/Q1191771	Reuben Goodstein	1912.0
Q743424	5023	http://www.wikidata.org/entity/Q743424	Noel Annan, Baron Annan	1916.0
Q69803931	5023	http://www.wikidata.org/entity/Q69803931	Bukola Oladipupo	1994.0
Q6400048	5022	http://www.wikidata.org/entity/Q6400048	Khan Bonfils	1972.0
Q1681281	5019	http://www.wikidata.org/entity/Q1681281	James Ward	1769.0
Q678760	5017	http://www.wikidata.org/entity/Q678760	George Collier	1738.0
Q2444475	5017	http://www.wikidata.org/entity/Q2444475	Sir Alfred Rawlinson, 3rd Baronet	1867.0
Q5234814	5017	http://www.wikidata.org/entity/Q5234814	David Hawkes	1923.0
Q2849379	5014	http://www.wikidata.org/entity/Q2849379	Angela Huth	1938.0
Q6834715	5014	http://www.wikidata.org/entity/Q6834715	Michael Swan	1936.0
Q8251874	5012	http://www.wikidata.org/entity/Q8251874	Brenda Forbes	1909.0
Q11768121	5009	http://www.wikidata.org/entity/Q11768121	Marek Fiedler	1947.0
Q5081574	5004	http://www.wikidata.org/entity/Q5081574	Charles Pelham Villiers	1802.0
Q326107	5003	http://www.wikidata.org/entity/Q326107	Mitchell Cole	1985.0
Q5640883	5002	http://www.wikidata.org/entity/Q5640883	Hal Osmond	1902.0
Q7352309	5002	http://www.wikidata.org/entity/Q7352309	Robin Chalk	1981.0
Q7441306	5002	http://www.wikidata.org/entity/Q7441306	Sean O'Brien	1952.0
Q7822574	4999	http://www.wikidata.org/entity/Q7822574	Tony Hiller	1927.0
Q7803693	4992	http://www.wikidata.org/entity/Q7803693	Tim Hutchings	1958.0
Q8016977	4989	http://www.wikidata.org/entity/Q8016977	William Pole-Tylney-Long-Wellesley, 4th Earl of Mornington	1788.0
Q7562925	4987	http://www.wikidata.org/entity/Q7562925	Sophia Swire	1963.0
Q6833095	4986	http://www.wikidata.org/entity/Q6833095	Wriothesley Russell, 3rd Duke of Bedford	1708.0
Q6152540	4985	http://www.wikidata.org/entity/Q6152540	Jane McAdam Freud	1958.0
Q1999529	4982	http://www.wikidata.org/entity/Q1999529	Norman Grubb	1895.0
Q6958086	4982	http://www.wikidata.org/entity/Q6958086	Naeem Mohaiemen	1969.0
Q322162	4981	http://www.wikidata.org/entity/Q322162	Robin Coombs	1921.0
Q3110928	4978	http://www.wikidata.org/entity/Q3110928	Gordon Spice	1940.0
Q60195498	4977	http://www.wikidata.org/entity/Q60195498	Geoff Harvey	1935.0
Q4353717	4976	http://www.wikidata.org/entity/Q4353717	Gregory Dix	1901.0
Q2442794	4972	http://www.wikidata.org/entity/Q2442794	Elisabetta de Gambarini	1730.0
Q1396395	4969	http://www.wikidata.org/entity/Q1396395	Neil Ashcroft	1938.0
Q8019017	4967	http://www.wikidata.org/entity/Q8019017	William Sydney Atkins	1902.0
Q15109486	4962	http://www.wikidata.org/entity/Q15109486	Armand D'Angour	1958.0
Q7610841	4957	http://www.wikidata.org/entity/Q7610841	Stephen Whittaker	1947.0
Q334638	4955	http://www.wikidata.org/entity/Q334638	Nicholas Lyell, Baron Lyell of Markyate	1938.0
Q3181269	4954	http://www.wikidata.org/entity/Q3181269	John Coplans	1920.0
Q6223847	4946	http://www.wikidata.org/entity/Q6223847	John Bumstead	1958.0
Q7151657	4946	http://www.wikidata.org/entity/Q7151657	Paul Judge	1949.0
Q983881	4944	http://www.wikidata.org/entity/Q983881	James Hamilton-Paterson	1941.0
Q3610701	4944	http://www.wikidata.org/entity/Q3610701	Alex Metric	1984.0
Q7349035	4943	http://www.wikidata.org/entity/Q7349035	Robert Prichard	1949.0
Q2662852	4940	http://www.wikidata.org/entity/Q2662852	William Larkin	1580.0
Q267213	4935	http://www.wikidata.org/entity/Q267213	Karl Groom	1969.0
Q403881	4935	http://www.wikidata.org/entity/Q403881	Aidan Dodson	1962.0
Q523086	4929	http://www.wikidata.org/entity/Q523086	Robert Nye	1939.0
Q4768791	4929	http://www.wikidata.org/entity/Q4768791	Anne Sebba	1951.0
Q5354226	4928	http://www.wikidata.org/entity/Q5354226	Eleanor Bone	1910.0
Q1313494	4927	http://www.wikidata.org/entity/Q1313494	John Bailey	1912.0
Q334505	4926	http://www.wikidata.org/entity/Q334505	George Phipps, 2nd Marquess of Normanby	1819.0
Q3634186	4924	http://www.wikidata.org/entity/Q3634186	Sir Banister Fletcher	1866.0
Q4773686	4921	http://www.wikidata.org/entity/Q4773686	Anthony Way	1982.0
Q3934147	4918	http://www.wikidata.org/entity/Q3934147	Rhoys Wiggins	1987.0
Q333512	4913	http://www.wikidata.org/entity/Q333512	Richard Marsh, Baron Marsh	1928.0
Q6787611	4912	http://www.wikidata.org/entity/Q6787611	Matisyahu Salomon	1937.0
Q12067883	4912	http://www.wikidata.org/entity/Q12067883	Simon Sainsbury	1930.0
Q3101929	4911	http://www.wikidata.org/entity/Q3101929	George Reginald Starr	1904.0
Q4354618	4909	http://www.wikidata.org/entity/Q4354618	Frances Anne Hopkins	1838.0
Q5262159	4907	http://www.wikidata.org/entity/Q5262159	Derek Llambias	1957.0
Q5378882	4905	http://www.wikidata.org/entity/Q5378882	Enid Marx	1902.0
Q768108	4903	http://www.wikidata.org/entity/Q768108	Willem Bentinck	1704.0
Q98068007	4902	http://www.wikidata.org/entity/Q98068007	Siobhan Wilson	1994.0
Q6235546	4901	http://www.wikidata.org/entity/Q6235546	John Glyn-Jones	1909.0
Q7459068	4899	http://www.wikidata.org/entity/Q7459068	Seyi Rhodes	1979.0
Q222693	4898	http://www.wikidata.org/entity/Q222693	Francis D'Arcy-Osborne, 7th Duke of Leeds	1798.0
Q14949075	4892	http://www.wikidata.org/entity/Q14949075	Paul French	1966.0
Q3719243	4891	http://www.wikidata.org/entity/Q3719243	Edith Villiers	1841.0
Q7174586	4890	http://www.wikidata.org/entity/Q7174586	Peter Hawker	1785.0
Q2885821	4888	http://www.wikidata.org/entity/Q2885821	Barré Lyndon	1896.0
Q1387492	4887	http://www.wikidata.org/entity/Q1387492	Eileen Sutherland-Leveson-Gower, Duchess of Sutherland	1891.0
Q665743	4886	http://www.wikidata.org/entity/Q665743	Edith Summerskill, Baroness Summerskill	1901.0
Q4711449	4886	http://www.wikidata.org/entity/Q4711449	Albert Welling	1952.0
Q11887879	4883	http://www.wikidata.org/entity/Q11887879	Philip Hardwick	1792.0
Q3023789	4874	http://www.wikidata.org/entity/Q3023789	Derek Worlock	1920.0
Q1173347	4873	http://www.wikidata.org/entity/Q1173347	Dave Simmonds	1939.0
Q108266445	4871	http://www.wikidata.org/entity/Q108266445	Ody Alfa	1999.0
Q9342740	4870	http://www.wikidata.org/entity/Q9342740	Lucien Waléry	1863.0
Q18162089	4870	http://www.wikidata.org/entity/Q18162089	David Rose	1959.0
Q3379117	4869	http://www.wikidata.org/entity/Q3379117	Ralph Lilley Turner	1888.0
Q20684686	4869	http://www.wikidata.org/entity/Q20684686	Glen Manchester	1965.0
Q4756376	4868	http://www.wikidata.org/entity/Q4756376	Andrew Bodnar	1954.0
Q2551084	4867	http://www.wikidata.org/entity/Q2551084	Philip Ifil	1986.0
Q3618480	4865	http://www.wikidata.org/entity/Q3618480	Tony Blankley	1948.0
Q15054493	4864	http://www.wikidata.org/entity/Q15054493	Victor Edelstein	1946.0
Q18745151	4864	http://www.wikidata.org/entity/Q18745151	Erin Kelly	1976.0
Q4963528	4863	http://www.wikidata.org/entity/Q4963528	Brian Davis	1974.0
Q3981163	4862	http://www.wikidata.org/entity/Q3981163	Tarquin Hall	1969.0
Q7819833	4862	http://www.wikidata.org/entity/Q7819833	Tommy Sandhu	1976.0
Q2159119	4861	http://www.wikidata.org/entity/Q2159119	Robert Waley Cohen	1877.0
Q1510065	4859	http://www.wikidata.org/entity/Q1510065	Geraldo	1904.0
Q4961806	4859	http://www.wikidata.org/entity/Q4961806	Breon O'Casey	1928.0
Q1443635	4858	http://www.wikidata.org/entity/Q1443635	Frank Lascelles	1841.0
Q5234351	4855	http://www.wikidata.org/entity/Q5234351	David Green	1948.0
Q7367240	4855	http://www.wikidata.org/entity/Q7367240	Rosalind Nashashibi	1973.0
Q1606497	4853	http://www.wikidata.org/entity/Q1606497	H. Balfour Gardiner	1877.0
Q528549	4851	http://www.wikidata.org/entity/Q528549	Remi Nicole	1983.0
Q520309	4849	http://www.wikidata.org/entity/Q520309	Harold Spencer Jones	1890.0
Q18526501	4847	http://www.wikidata.org/entity/Q18526501	Anne Vane	1705.0
Q5498263	4846	http://www.wikidata.org/entity/Q5498263	Frederick Leister	1885.0
Q4283756	4844	http://www.wikidata.org/entity/Q4283756	Elizabeth Radziwill	1917.0
Q337671	4836	http://www.wikidata.org/entity/Q337671	Auckland Geddes, 1st Baron Geddes	1879.0
Q5239284	4836	http://www.wikidata.org/entity/Q5239284	David Rudkin	1936.0
Q52005403	4835	http://www.wikidata.org/entity/Q52005403	Olivia Sudjic	1988.0
Q89433348	4834	http://www.wikidata.org/entity/Q89433348	Anna Nightingale	1991.0
Q1508367	4829	http://www.wikidata.org/entity/Q1508367	George Thomas Napier	1784.0
Q4911844	4829	http://www.wikidata.org/entity/Q4911844	Billie Godfrey	1978.0
Q2679953	4828	http://www.wikidata.org/entity/Q2679953	Henry James Pye	1745.0
Q5480061	4825	http://www.wikidata.org/entity/Q5480061	Francis Awaritefe	1964.0
Q7409384	4823	http://www.wikidata.org/entity/Q7409384	Sami Moubayed	1978.0
Q712478	4815	http://www.wikidata.org/entity/Q712478	Norman Newell	1919.0
Q15874443	4812	http://www.wikidata.org/entity/Q15874443	Del Newman	2000.0
Q5493143	4809	http://www.wikidata.org/entity/Q5493143	William George Ward	1812.0
Q57087679	4809	http://www.wikidata.org/entity/Q57087679	Sasha Corbin	1988.0
Q19748500	4806	http://www.wikidata.org/entity/Q19748500	Isobel Lilian Gloag	1865.0
Q7345451	4799	http://www.wikidata.org/entity/Q7345451	Robert Herbert, 12th Earl of Pembroke	1791.0
Q2522592	4797	http://www.wikidata.org/entity/Q2522592	Victor Serebriakoff	1912.0
Q74918	4793	http://www.wikidata.org/entity/Q74918	Alice Dixon Le Plongeon	1851.0
Q7609179	4788	http://www.wikidata.org/entity/Q7609179	Stephen Farrell	1962.0
Q5566289	4786	http://www.wikidata.org/entity/Q5566289	Rutland Barrington	1853.0
Q1752285	4784	http://www.wikidata.org/entity/Q1752285	Percy Wyn-Harris	1903.0
Q6243015	4784	http://www.wikidata.org/entity/Q6243015	John Keston	1924.0
Q19915300	4780	http://www.wikidata.org/entity/Q19915300	Simon Beck	1958.0
Q4799640	4778	http://www.wikidata.org/entity/Q4799640	Arthur Margetson	1887.0
Q11919862	4777	http://www.wikidata.org/entity/Q11919862	James Kenney	1930.0
Q51075648	4776	http://www.wikidata.org/entity/Q51075648	Malachi Napa	1999.0
Q55194549	4776	http://www.wikidata.org/entity/Q55194549	Halszka Wasilewska	1899.0
Q4128233	4773	http://www.wikidata.org/entity/Q4128233	Sebastian Wood	1961.0
Q9333985	4769	http://www.wikidata.org/entity/Q9333985	Rowan Varty	1986.0
Q16012435	4767	http://www.wikidata.org/entity/Q16012435	Michael Glenny	1927.0
Q4765583	4764	http://www.wikidata.org/entity/Q4765583	Anita McNaught	1965.0
Q11921798	4764	http://www.wikidata.org/entity/Q11921798	Fermí Fernàndez	1963.0
Q1124282	4762	http://www.wikidata.org/entity/Q1124282	Agnes Strickland	1796.0
Q4859121	4762	http://www.wikidata.org/entity/Q4859121	Barbara Mandell	1920.0
Q6377481	4761	http://www.wikidata.org/entity/Q6377481	Katie Kim	1983.0
Q5722116	4760	http://www.wikidata.org/entity/Q5722116	Henry Goulburn	1784.0
Q7368909	4757	http://www.wikidata.org/entity/Q7368909	Rosie Pope	1980.0
Q106248556	4757	http://www.wikidata.org/entity/Q106248556	Kaleem Simon	1996.0
Q5262255	4755	http://www.wikidata.org/entity/Q5262255	Derek Partridge	1935.0
Q720571	4753	http://www.wikidata.org/entity/Q720571	Roland De Wolfe	1979.0
Q3622807	4752	http://www.wikidata.org/entity/Q3622807	William Woodthorpe Tarn	1869.0
Q6775232	4745	http://www.wikidata.org/entity/Q6775232	Martin Cross	1957.0
Q1564273	4741	http://www.wikidata.org/entity/Q1564273	Richard Sackville, 3rd Earl of Dorset	1589.0
Q333011	4739	http://www.wikidata.org/entity/Q333011	Dudley Ryder, 1st Earl of Harrowby	1762.0
Q4974317	4739	http://www.wikidata.org/entity/Q4974317	Brook Bernacchi	1922.0
Q967584	4735	http://www.wikidata.org/entity/Q967584	Sarvadaman Chowla	1907.0
Q5580808	4735	http://www.wikidata.org/entity/Q5580808	Henry George Bohn	1796.0
Q16189021	4734	http://www.wikidata.org/entity/Q16189021	Nick Egan	1957.0
Q5133011	4733	http://www.wikidata.org/entity/Q5133011	Clifford Mollison	1897.0
Q6534478	4729	http://www.wikidata.org/entity/Q6534478	Leueen MacGrath	1914.0
Q52392321	4727	http://www.wikidata.org/entity/Q52392321	Nora Fischer	1987.0
Q47468310	4725	http://www.wikidata.org/entity/Q47468310	Simon Wallfisch	1982.0
Q5372419	4724	http://www.wikidata.org/entity/Q5372419	Emily Wheaton	1987.0
Q1601813	4723	http://www.wikidata.org/entity/Q1601813	Helen Bamber	1925.0
Q7561737	4723	http://www.wikidata.org/entity/Q7561737	Sonia Mkoloma	1979.0
Q52151645	4722	http://www.wikidata.org/entity/Q52151645	Jesse Fink	1973.0
Q1101303	4717	http://www.wikidata.org/entity/Q1101303	John Lanchbery	1923.0
Q6307506	4711	http://www.wikidata.org/entity/Q6307506	Julian Rignall	1965.0
Q16239144	4711	http://www.wikidata.org/entity/Q16239144	Sebastian Knapp	1980.0
Q1354660	4710	http://www.wikidata.org/entity/Q1354660	William Henry Hunt	1790.0
Q5058025	4708	http://www.wikidata.org/entity/Q5058025	Celia Wade-Brown	1956.0
Q7146673	4707	http://www.wikidata.org/entity/Q7146673	Patrick Hastings	1880.0
Q7627024	4705	http://www.wikidata.org/entity/Q7627024	Stuart Robert Glass	1951.0
Q16223544	4702	http://www.wikidata.org/entity/Q16223544	Jade Williams	1984.0
Q588371	4698	http://www.wikidata.org/entity/Q588371	Michael J. D. Powell	1936.0
Q19359621	4697	http://www.wikidata.org/entity/Q19359621	Elizabeth Heaphy Murray	1815.0
Q336249	4696	http://www.wikidata.org/entity/Q336249	Richard Lyon-Dalberg-Acton, 4th Baron Acton	1941.0
Q7661056	4695	http://www.wikidata.org/entity/Q7661056	Sylvie Simmons	2000.0
Q5250002	4686	http://www.wikidata.org/entity/Q5250002	Deekline	1979.0
Q6120972	4685	http://www.wikidata.org/entity/Q6120972	Hugh Seton-Watson	1916.0
Q6256733	4684	http://www.wikidata.org/entity/Q6256733	John Savage, 2nd Earl Rivers	1603.0
Q6228439	4683	http://www.wikidata.org/entity/Q6228439	John Dalrymple, 13th Earl of Stair	1906.0
Q4733782	4680	http://www.wikidata.org/entity/Q4733782	Almeric Paget, 1st Baron Queenborough	1861.0
Q326432	4678	http://www.wikidata.org/entity/Q326432	Henry Willis	1821.0
Q2734971	4678	http://www.wikidata.org/entity/Q2734971	Frances Abington	1737.0
Q16196701	4675	http://www.wikidata.org/entity/Q16196701	Jay Simon	1966.0
Q3525621	4673	http://www.wikidata.org/entity/Q3525621	Sir Thomas Troubridge, 1st Baronet	1758.0
Q7373375	4669	http://www.wikidata.org/entity/Q7373375	Roy Smiles	1966.0
Q6267613	4663	http://www.wikidata.org/entity/Q6267613	Johnny Rogan	2000.0
Q332902	4662	http://www.wikidata.org/entity/Q332902	Nicholas Edwards, Baron Crickhowell	1934.0
Q611741	4662	http://www.wikidata.org/entity/Q611741	Selwyn Jepson	1899.0
Q42456981	4659	http://www.wikidata.org/entity/Q42456981	Annie Morris	1978.0
Q1623014	4656	http://www.wikidata.org/entity/Q1623014	Alexander Hardcastle	1872.0
Q1063510	4651	http://www.wikidata.org/entity/Q1063510	Charles Murray, 7th Earl of Dunmore	1841.0
Q5537623	4651	http://www.wikidata.org/entity/Q5537623	George Callaghan	1852.0
Q43266686	4651	http://www.wikidata.org/entity/Q43266686	Lifumpa Mwandwe	2000.0
Q3278322	4650	http://www.wikidata.org/entity/Q3278322	Maina Gielgud	1945.0
Q6306437	4650	http://www.wikidata.org/entity/Q6306437	Julia Golding	1969.0
Q335370	4648	http://www.wikidata.org/entity/Q335370	Gerald Gardiner, Baron Gardiner	1900.0
Q11037030	4646	http://www.wikidata.org/entity/Q11037030	John Salmond	1881.0
Q5300242	4644	http://www.wikidata.org/entity/Q5300242	Douglas G. Altman	1948.0
Q5725940	4644	http://www.wikidata.org/entity/Q5725940	Henry Mond, 2nd Baron Melchett	1898.0
Q1660545	4643	http://www.wikidata.org/entity/Q1660545	Ken Taylor	1952.0
Q30234226	4643	http://www.wikidata.org/entity/Q30234226	Johara Valerie Racz	1967.0
Q4786537	4640	http://www.wikidata.org/entity/Q4786537	Archibald Thomas Pechey	1876.0
