Entity	QRank	species	speciesLabel	unit	unitLabel	maxMass
Q864893	14158	http://www.wikidata.org/entity/Q864893	Pied Bushchat	http://www.wikidata.org/entity/Q41803	gram	2.0
Q1271082	14141	http://www.wikidata.org/entity/Q1271082	Southern White-faced Owl	http://www.wikidata.org/entity/Q41803	gram	250.0
Q28490	14108	http://www.wikidata.org/entity/Q28490	Bridled Tern	http://www.wikidata.org/entity/Q41803	gram	20.0
Q27075940	14105	http://www.wikidata.org/entity/Q27075940	Black-throated Green Warbler	http://www.wikidata.org/entity/Q41803	gram	1.44
Q645303	14102	http://www.wikidata.org/entity/Q645303	Bar-winged Prinia	http://www.wikidata.org/entity/Q41803	gram	9.0
Q1190005	14061	http://www.wikidata.org/entity/Q1190005	Green Catbird	http://www.wikidata.org/entity/Q41803	gram	21.6
Q248541	14039	http://www.wikidata.org/entity/Q248541	Golden-headed Quetzal	http://www.wikidata.org/entity/Q41803	gram	177.0
Q1082147	14038	http://www.wikidata.org/entity/Q1082147	Eastern Yellow Robin	http://www.wikidata.org/entity/Q41803	gram	22.0
Q752678	14002	http://www.wikidata.org/entity/Q752678	Isabeline Shrike	http://www.wikidata.org/entity/Q41803	gram	30.0
Q1143180	13960	http://www.wikidata.org/entity/Q1143180	Scottish Crossbill	http://www.wikidata.org/entity/Q41803	gram	43.0
Q601672	13845	http://www.wikidata.org/entity/Q601672	Tiger Shrike	http://www.wikidata.org/entity/Q41803	gram	33.0
Q598302	13800	http://www.wikidata.org/entity/Q598302	Yellow-billed Pintail	http://www.wikidata.org/entity/Q41803	gram	37.0
Q997313	13773	http://www.wikidata.org/entity/Q997313	white-crested elaenia	http://www.wikidata.org/entity/Q41803	gram	15.6
Q766568	13752	http://www.wikidata.org/entity/Q766568	Standardwing bird-of-paradise	http://www.wikidata.org/entity/Q41803	gram	163.0
Q695729	13749	http://www.wikidata.org/entity/Q695729	Black-winged Pratincole	http://www.wikidata.org/entity/Q41803	gram	97.0
Q1071843	13744	http://www.wikidata.org/entity/Q1071843	Northern Carmine Bee-eater	http://www.wikidata.org/entity/Q41803	gram	54.4
Q1067850	13744	http://www.wikidata.org/entity/Q1067850	green aracari	http://www.wikidata.org/entity/Q41803	gram	135.0
Q268635	13740	http://www.wikidata.org/entity/Q268635	Southern bald ibis	http://www.wikidata.org/entity/Q41803	gram	68.0
Q941289	13685	http://www.wikidata.org/entity/Q941289	Latham’s Snipe	http://www.wikidata.org/entity/Q41803	gram	160.4
Q3392322	13682	http://www.wikidata.org/entity/Q3392322	Plestiodon elegans	http://www.wikidata.org/entity/Q41803	gram	10.2
Q3179448	13677	http://www.wikidata.org/entity/Q3179448	Bell Miner	http://www.wikidata.org/entity/Q41803	gram	32.3
Q1266370	13674	http://www.wikidata.org/entity/Q1266370	Jackal Buzzard	http://www.wikidata.org/entity/Q11570	gram	1420.0
Q933174	13645	http://www.wikidata.org/entity/Q933174	Silvery-cheeked Hornbill	http://www.wikidata.org/entity/Q11570	gram	1308.0
Q795046	13622	http://www.wikidata.org/entity/Q795046	White-breasted Woodswallow	http://www.wikidata.org/entity/Q41803	gram	39.0
Q942435	13613	http://www.wikidata.org/entity/Q942435	Mangrove Swallow	http://www.wikidata.org/entity/Q41803	gram	16.7
Q851349	13576	http://www.wikidata.org/entity/Q851349	Rosy-billed Pochard	http://www.wikidata.org/entity/Q11570	gram	1181.0
Q27075908	13567	http://www.wikidata.org/entity/Q27075908	Cape May Warbler	http://www.wikidata.org/entity/Q41803	gram	10.7
Q1024059	13561	http://www.wikidata.org/entity/Q1024059	Yellow-crowned Parakeet	http://www.wikidata.org/entity/Q41803	gram	51.2
Q260240	13557	http://www.wikidata.org/entity/Q260240	Urocolius indicus	http://www.wikidata.org/entity/Q41803	gram	55.9
Q375793	13486	http://www.wikidata.org/entity/Q375793	Wire-tailed Swallow	http://www.wikidata.org/entity/Q41803	gram	12.7
Q857827	13482	http://www.wikidata.org/entity/Q857827	Campbell Teal	http://www.wikidata.org/entity/Q41803	gram	395.0
Q592362	13479	http://www.wikidata.org/entity/Q592362	Pallas's Rosefinch	http://www.wikidata.org/entity/Q41803	gram	2.6
Q944167	13440	http://www.wikidata.org/entity/Q944167	Rain Quail	http://www.wikidata.org/entity/Q41803	gram	75.0
Q283458	13439	http://www.wikidata.org/entity/Q283458	Hudsonian Godwit	http://www.wikidata.org/entity/Q41803	gram	289.0
Q277147	13431	http://www.wikidata.org/entity/Q277147	Southern grasshopper mouse	http://www.wikidata.org/entity/Q41803	gram	2.34
Q2671340	13419	http://www.wikidata.org/entity/Q2671340	Long-tailed Mockingbird	http://www.wikidata.org/entity/Q41803	gram	67.0
Q538383	13413	http://www.wikidata.org/entity/Q538383	Mistletoebird	http://www.wikidata.org/entity/Q41803	gram	8.5
Q1269822	13384	http://www.wikidata.org/entity/Q1269822	Long-tailed Potoo	http://www.wikidata.org/entity/Q41803	gram	365.0
Q2397856	13346	http://www.wikidata.org/entity/Q2397856	Secodontosaurus	http://www.wikidata.org/entity/Q11570	gram	110000.0
Q386949	13251	http://www.wikidata.org/entity/Q386949	African pygmy goose	http://www.wikidata.org/entity/Q41803	gram	23.0
Q495515	13241	http://www.wikidata.org/entity/Q495515	Japanese Murrelet	http://www.wikidata.org/entity/Q41803	gram	183.0
Q1583749	13207	http://www.wikidata.org/entity/Q1583749	White-browed Wagtail	http://www.wikidata.org/entity/Q41803	gram	33.0
Q898984	13185	http://www.wikidata.org/entity/Q898984	Blue Finch	http://www.wikidata.org/entity/Q41803	gram	13.0
Q788649	13154	http://www.wikidata.org/entity/Q788649	Baird's Sandpiper	http://www.wikidata.org/entity/Q41803	gram	9.6
Q1055827	13133	http://www.wikidata.org/entity/Q1055827	Mountain Wagtail	http://www.wikidata.org/entity/Q41803	gram	2.63
Q599749	13115	http://www.wikidata.org/entity/Q599749	White-rumped Sandpiper	http://www.wikidata.org/entity/Q41803	gram	45.8
Q128037	13110	http://www.wikidata.org/entity/Q128037	African Goshawk	http://www.wikidata.org/entity/Q41803	gram	34.0
Q730129	13094	http://www.wikidata.org/entity/Q730129	Greater Ani	http://www.wikidata.org/entity/Q41803	gram	157.0
Q716456	13086	http://www.wikidata.org/entity/Q716456	Spangled Kookaburra	http://www.wikidata.org/entity/Q41803	gram	156.0
Q488341	13078	http://www.wikidata.org/entity/Q488341	Western Sandpiper	http://www.wikidata.org/entity/Q41803	gram	31.0
Q926693	13052	http://www.wikidata.org/entity/Q926693	Blue-bellied Roller	http://www.wikidata.org/entity/Q41803	gram	142.0
Q1264152	13045	http://www.wikidata.org/entity/Q1264152	Black Sparrowhawk	http://www.wikidata.org/entity/Q41803	gram	52.0
Q2548440	12992	http://www.wikidata.org/entity/Q2548440	Calotes mystaceus	http://www.wikidata.org/entity/Q41803	gram	33.4
Q1543890	12984	http://www.wikidata.org/entity/Q1543890	paradise tanager	http://www.wikidata.org/entity/Q41803	gram	21.0
Q1585268	12983	http://www.wikidata.org/entity/Q1585268	Ribbon-tailed Astrapia	http://www.wikidata.org/entity/Q41803	gram	147.0
Q276212	12968	http://www.wikidata.org/entity/Q276212	Macronectes halli	http://www.wikidata.org/entity/Q11570	gram	4790.0
Q753755	12948	http://www.wikidata.org/entity/Q753755	Bronze-winged Jacana	http://www.wikidata.org/entity/Q41803	gram	282.4
Q1274659	12923	http://www.wikidata.org/entity/Q1274659	Red-breasted Sapsucker	http://www.wikidata.org/entity/Q41803	gram	58.0
Q1047238	12915	http://www.wikidata.org/entity/Q1047238	Pearl Kite	http://www.wikidata.org/entity/Q41803	gram	107.0
Q1586211	12856	http://www.wikidata.org/entity/Q1586211	Black Currawong	http://www.wikidata.org/entity/Q41803	gram	411.0
Q694509	12793	http://www.wikidata.org/entity/Q694509	Northwestern Crow	http://www.wikidata.org/entity/Q41803	gram	410.0
Q116708	12792	http://www.wikidata.org/entity/Q116708	Oriental Pratincole	http://www.wikidata.org/entity/Q41803	gram	76.0
Q900773	12782	http://www.wikidata.org/entity/Q900773	Pied Harrier	http://www.wikidata.org/entity/Q41803	gram	420.0
Q76569	12770	http://www.wikidata.org/entity/Q76569	Little Curlew	http://www.wikidata.org/entity/Q41803	gram	182.0
Q753760	12753	http://www.wikidata.org/entity/Q753760	Sharp-tailed Sandpiper	http://www.wikidata.org/entity/Q41803	gram	70.3
Q71118	12747	http://www.wikidata.org/entity/Q71118	cuckoo roller	http://www.wikidata.org/entity/Q41803	gram	255.0
Q1262205	12735	http://www.wikidata.org/entity/Q1262205	Trumpeter Hornbill	http://www.wikidata.org/entity/Q41803	gram	721.0
Q1834518	12727	http://www.wikidata.org/entity/Q1834518	gray bat	http://www.wikidata.org/entity/Q41803	gram	10.7
Q695723	12719	http://www.wikidata.org/entity/Q695723	Scaly Thrush	http://www.wikidata.org/entity/Q41803	gram	8.1
Q2735005	12684	http://www.wikidata.org/entity/Q2735005	Northern Rough-winged Swallow	http://www.wikidata.org/entity/Q41803	gram	13.9
Q1273378	12653	http://www.wikidata.org/entity/Q1273378	Vervain Hummingbird	http://www.wikidata.org/entity/Q41803	gram	2.4
Q535206	12606	http://www.wikidata.org/entity/Q535206	Yellow-billed Duck	http://www.wikidata.org/entity/Q41803	gram	55.0
Q766605	12599	http://www.wikidata.org/entity/Q766605	Bulwer's Pheasant	http://www.wikidata.org/entity/Q41803	gram	35.0
Q1105350	12576	http://www.wikidata.org/entity/Q1105350	Javan Green Magpie	http://www.wikidata.org/entity/Q41803	gram	125.0
Q844776	12542	http://www.wikidata.org/entity/Q844776	Light-mantled Albatross	http://www.wikidata.org/entity/Q11570	gram	3150.0
Q785664	12541	http://www.wikidata.org/entity/Q785664	Giant Coot	http://www.wikidata.org/entity/Q41803	gram	40.0
Q623791	12522	http://www.wikidata.org/entity/Q623791	Arabian Bustard	http://www.wikidata.org/entity/Q41803	gram	115.0
Q833453	12492	http://www.wikidata.org/entity/Q833453	Snow Partridge	http://www.wikidata.org/entity/Q41803	gram	580.0
Q185279	12433	http://www.wikidata.org/entity/Q185279	Mottled Owl	http://www.wikidata.org/entity/Q41803	gram	250.0
Q600791	12414	http://www.wikidata.org/entity/Q600791	Savanna Hawk	http://www.wikidata.org/entity/Q41803	gram	845.8
Q27074907	12409	http://www.wikidata.org/entity/Q27074907	Dryobates scalaris	http://www.wikidata.org/entity/Q41803	gram	30.3
Q942119	12367	http://www.wikidata.org/entity/Q942119	Rufous-bellied Kookaburra	http://www.wikidata.org/entity/Q41803	gram	143.0
Q512566	12364	http://www.wikidata.org/entity/Q512566	African Green Pigeon	http://www.wikidata.org/entity/Q41803	gram	225.0
Q478632	12318	http://www.wikidata.org/entity/Q478632	Tricoloured Munia	http://www.wikidata.org/entity/Q41803	gram	12.6
Q511979	12317	http://www.wikidata.org/entity/Q511979	African black duck	http://www.wikidata.org/entity/Q41803	gram	71.7
Q382321	12308	http://www.wikidata.org/entity/Q382321	Freckled Duck	http://www.wikidata.org/entity/Q41803	gram	969.0
Q779856	12305	http://www.wikidata.org/entity/Q779856	White-cheeked Turaco	http://www.wikidata.org/entity/Q41803	gram	265.0
Q582717	12287	http://www.wikidata.org/entity/Q582717	Tamaulipas Crow	http://www.wikidata.org/entity/Q41803	gram	214.0
Q795982	12284	http://www.wikidata.org/entity/Q795982	Heermann's Gull	http://www.wikidata.org/entity/Q41803	gram	58.6
Q18956	12234	http://www.wikidata.org/entity/Q18956	African Emerald Cuckoo	http://www.wikidata.org/entity/Q41803	gram	37.0
Q661642	12229	http://www.wikidata.org/entity/Q661642	Hildebrandt's Starling	http://www.wikidata.org/entity/Q41803	gram	4.0
Q953976	12218	http://www.wikidata.org/entity/Q953976	Least Grebe	http://www.wikidata.org/entity/Q41803	gram	129.0
Q1590357	12218	http://www.wikidata.org/entity/Q1590357	Ashy Minivet	http://www.wikidata.org/entity/Q41803	gram	24.0
Q1259459	12205	http://www.wikidata.org/entity/Q1259459	Green-backed Firecrown	http://www.wikidata.org/entity/Q41803	gram	5.2
Q27075922	12182	http://www.wikidata.org/entity/Q27075922	Chestnut-sided Warbler	http://www.wikidata.org/entity/Q41803	gram	1.37
Q766596	12161	http://www.wikidata.org/entity/Q766596	Platylophus galericulatus	http://www.wikidata.org/entity/Q41803	gram	96.0
Q693154	12132	http://www.wikidata.org/entity/Q693154	Red-browed Finch	http://www.wikidata.org/entity/Q41803	gram	11.4
Q610212	12130	http://www.wikidata.org/entity/Q610212	Red-billed buffalo weaver	http://www.wikidata.org/entity/Q41803	gram	5.78
Q1392005	12129	http://www.wikidata.org/entity/Q1392005	Ground Tit	http://www.wikidata.org/entity/Q41803	gram	45.0
Q856062	12072	http://www.wikidata.org/entity/Q856062	Black Wheatear	http://www.wikidata.org/entity/Q41803	gram	40.0
Q1139929	12067	http://www.wikidata.org/entity/Q1139929	Relict Gull	http://www.wikidata.org/entity/Q41803	gram	39.0
Q1068196	12058	http://www.wikidata.org/entity/Q1068196	Chatham Albatross	http://www.wikidata.org/entity/Q11570	gram	4150.0
Q1272572	12031	http://www.wikidata.org/entity/Q1272572	St. Helena Plover	http://www.wikidata.org/entity/Q41803	gram	10.8
Q763538	11976	http://www.wikidata.org/entity/Q763538	Pied Wheatear	http://www.wikidata.org/entity/Q41803	gram	2.43
Q369800	11954	http://www.wikidata.org/entity/Q369800	Crowned Lapwing	http://www.wikidata.org/entity/Q41803	gram	163.0
Q1587905	11939	http://www.wikidata.org/entity/Q1587905	Red Tanager	http://www.wikidata.org/entity/Q41803	gram	38.0
Q795512	11924	http://www.wikidata.org/entity/Q795512	Banggai Crow	http://www.wikidata.org/entity/Q41803	gram	175.0
Q135589	11906	http://www.wikidata.org/entity/Q135589	New Zealand rock wren	http://www.wikidata.org/entity/Q41803	gram	17.7
Q1274310	11902	http://www.wikidata.org/entity/Q1274310	Red-legged Kittiwake	http://www.wikidata.org/entity/Q41803	gram	391.0
Q384702	11880	http://www.wikidata.org/entity/Q384702	Fawn-breasted Tanager	http://www.wikidata.org/entity/Q41803	gram	21.0
Q941564	11870	http://www.wikidata.org/entity/Q941564	Hispid cotton rat	http://www.wikidata.org/entity/Q41803	gram	162.5
Q1190592	11870	http://www.wikidata.org/entity/Q1190592	Bronzed Cowbird	http://www.wikidata.org/entity/Q41803	gram	68.9
Q853470	11867	http://www.wikidata.org/entity/Q853470	Regent Bowerbird	http://www.wikidata.org/entity/Q41803	gram	13.8
Q1262078	11866	http://www.wikidata.org/entity/Q1262078	Vaux's Swift	http://www.wikidata.org/entity/Q41803	gram	18.5
Q754987	11856	http://www.wikidata.org/entity/Q754987	Collared Falconet	http://www.wikidata.org/entity/Q41803	gram	40.0
Q913760	11851	http://www.wikidata.org/entity/Q913760	White Eared Pheasant	http://www.wikidata.org/entity/Q11570	gram	2550.0
Q1193783	11850	http://www.wikidata.org/entity/Q1193783	Nicobar Megapode	http://www.wikidata.org/entity/Q41803	gram	935.0
Q277782	11844	http://www.wikidata.org/entity/Q277782	Superb Fruit Dove	http://www.wikidata.org/entity/Q41803	gram	117.0
Q733485	11843	http://www.wikidata.org/entity/Q733485	Red-winged Tinamou	http://www.wikidata.org/entity/Q41803	gram	886.0
Q1262057	11835	http://www.wikidata.org/entity/Q1262057	Barred Buttonquail	http://www.wikidata.org/entity/Q41803	gram	58.0
Q628600	11815	http://www.wikidata.org/entity/Q628600	Golden-fronted Woodpecker	http://www.wikidata.org/entity/Q41803	gram	85.4
Q509423	11814	http://www.wikidata.org/entity/Q509423	Antarctic Tern	http://www.wikidata.org/entity/Q41803	gram	139.0
Q534594	11806	http://www.wikidata.org/entity/Q534594	Gurney's Pitta	http://www.wikidata.org/entity/Q41803	gram	71.0
Q1194025	11796	http://www.wikidata.org/entity/Q1194025	Ptiloris paradiseus	http://www.wikidata.org/entity/Q41803	gram	136.0
Q1187577	11792	http://www.wikidata.org/entity/Q1187577	Spinifex Pigeon	http://www.wikidata.org/entity/Q41803	gram	91.0
Q517676	11771	http://www.wikidata.org/entity/Q517676	Comb-crested Jacana	http://www.wikidata.org/entity/Q41803	gram	130.0
Q511845	11730	http://www.wikidata.org/entity/Q511845	Lemon Dove	http://www.wikidata.org/entity/Q41803	gram	148.0
Q1193728	11724	http://www.wikidata.org/entity/Q1193728	Blyth's Hornbill	http://www.wikidata.org/entity/Q11570	gram	1803.0
Q1590276	11707	http://www.wikidata.org/entity/Q1590276	Pleske's Ground Jay	http://www.wikidata.org/entity/Q41803	gram	87.0
Q128907	11689	http://www.wikidata.org/entity/Q128907	Phoebis philea	http://www.wikidata.org/entity/Q41803	gram	0.442
Q517757	11671	http://www.wikidata.org/entity/Q517757	Red-throated Caracara	http://www.wikidata.org/entity/Q41803	gram	665.0
Q258168	11627	http://www.wikidata.org/entity/Q258168	Scaly-breasted Lorikeet	http://www.wikidata.org/entity/Q41803	gram	86.0
Q2869566	11605	http://www.wikidata.org/entity/Q2869566	Eastern Crowned Warbler	http://www.wikidata.org/entity/Q41803	gram	10.1
Q302191	11588	http://www.wikidata.org/entity/Q302191	Seba's Short-tailed Bat	http://www.wikidata.org/entity/Q41803	gram	18.5
Q287092	11576	http://www.wikidata.org/entity/Q287092	Falkland Steamer Duck	http://www.wikidata.org/entity/Q11570	gram	4200.0
Q1274176	11553	http://www.wikidata.org/entity/Q1274176	Campo Flicker	http://www.wikidata.org/entity/Q41803	gram	158.0
Q998652	11551	http://www.wikidata.org/entity/Q998652	Hamirostra melanosternon	http://www.wikidata.org/entity/Q11570	gram	1300.0
Q783076	11542	http://www.wikidata.org/entity/Q783076	Australasian Bittern	http://www.wikidata.org/entity/Q41803	gram	39.0
Q640376	11521	http://www.wikidata.org/entity/Q640376	Rüppell's Parrot	http://www.wikidata.org/entity/Q41803	gram	8.4
Q1261450	11514	http://www.wikidata.org/entity/Q1261450	Platycercus icterotis	http://www.wikidata.org/entity/Q41803	gram	63.0
Q783361	11510	http://www.wikidata.org/entity/Q783361	Australasian Grebe	http://www.wikidata.org/entity/Q41803	gram	193.0
Q269284	11508	http://www.wikidata.org/entity/Q269284	Letter-winged Kite	http://www.wikidata.org/entity/Q41803	gram	343.0
Q637624	11478	http://www.wikidata.org/entity/Q637624	Fox Kestrel	http://www.wikidata.org/entity/Q41803	gram	275.0
Q1190032	11476	http://www.wikidata.org/entity/Q1190032	Papuan Frogmouth	http://www.wikidata.org/entity/Q41803	gram	414.0
Q127903	11475	http://www.wikidata.org/entity/Q127903	Chestnut-bellied Sandgrouse	http://www.wikidata.org/entity/Q41803	gram	230.0
Q976302	11468	http://www.wikidata.org/entity/Q976302	Woodpecker Finch	http://www.wikidata.org/entity/Q41803	gram	23.0
Q285064	11458	http://www.wikidata.org/entity/Q285064	Von der Decken's Hornbill	http://www.wikidata.org/entity/Q41803	gram	194.0
Q859324	11405	http://www.wikidata.org/entity/Q859324	Blond-crested Woodpecker	http://www.wikidata.org/entity/Q41803	gram	166.0
Q745796	11399	http://www.wikidata.org/entity/Q745796	Grey Currawong	http://www.wikidata.org/entity/Q41803	gram	425.0
Q127828	11388	http://www.wikidata.org/entity/Q127828	Accipiter superciliosus	http://www.wikidata.org/entity/Q41803	gram	125.0
Q1591254	11377	http://www.wikidata.org/entity/Q1591254	Verditer Flycatcher	http://www.wikidata.org/entity/Q41803	gram	18.1
Q901824	11367	http://www.wikidata.org/entity/Q901824	Rufous-tailed Hummingbird	http://www.wikidata.org/entity/Q41803	gram	0.59
Q126925	11364	http://www.wikidata.org/entity/Q126925	Tennessee Warbler	http://www.wikidata.org/entity/Q41803	gram	9.6
Q250051	11306	http://www.wikidata.org/entity/Q250051	Yellow-billed Spoonbill	http://www.wikidata.org/entity/Q41803	gram	81.0
Q27075593	11288	http://www.wikidata.org/entity/Q27075593	Spodiopsar sericeus	http://www.wikidata.org/entity/Q41803	gram	65.0
Q560326	11263	http://www.wikidata.org/entity/Q560326	Red-billed Firefinch	http://www.wikidata.org/entity/Q41803	gram	8.5
Q923950	11259	http://www.wikidata.org/entity/Q923950	Ruddy-headed Goose	http://www.wikidata.org/entity/Q11570	gram	1835.0
Q2427227	11259	http://www.wikidata.org/entity/Q2427227	Heliconius erato	http://www.wikidata.org/entity/Q41803	gram	0.106
Q960512	11255	http://www.wikidata.org/entity/Q960512	Puerto Rican Tody	http://www.wikidata.org/entity/Q41803	gram	5.5
Q806262	11214	http://www.wikidata.org/entity/Q806262	Cut-throat Finch	http://www.wikidata.org/entity/Q41803	gram	1.6
Q262001	11198	http://www.wikidata.org/entity/Q262001	Chestnut-winged Cuckoo	http://www.wikidata.org/entity/Q41803	gram	76.0
Q1002574	11185	http://www.wikidata.org/entity/Q1002574	Cape Cormorant	http://www.wikidata.org/entity/Q11570	gram	1330.0
Q903847	11175	http://www.wikidata.org/entity/Q903847	Willow Flycatcher	http://www.wikidata.org/entity/Q41803	gram	12.6
Q258964	11174	http://www.wikidata.org/entity/Q258964	Siberian Thrush	http://www.wikidata.org/entity/Q41803	gram	70.0
Q370629	11167	http://www.wikidata.org/entity/Q370629	Narina Trogon	http://www.wikidata.org/entity/Q41803	gram	61.0
Q1065465	11165	http://www.wikidata.org/entity/Q1065465	South African Shelduck	http://www.wikidata.org/entity/Q11570	gram	1758.0
Q262071	11102	http://www.wikidata.org/entity/Q262071	Auckland Island Teal	http://www.wikidata.org/entity/Q41803	gram	48.0
Q1259965	11082	http://www.wikidata.org/entity/Q1259965	Black-backed Woodpecker	http://www.wikidata.org/entity/Q41803	gram	4.8
Q386467	11080	http://www.wikidata.org/entity/Q386467	Cape Wagtail	http://www.wikidata.org/entity/Q41803	gram	20.9
Q1264887	11075	http://www.wikidata.org/entity/Q1264887	Black-capped Parakeet	http://www.wikidata.org/entity/Q41803	gram	75.0
Q901136	11061	http://www.wikidata.org/entity/Q901136	Wrybill	http://www.wikidata.org/entity/Q41803	gram	11.4
Q74084	10958	http://www.wikidata.org/entity/Q74084	Hair-crested Drongo	http://www.wikidata.org/entity/Q41803	gram	77.0
Q217704	10917	http://www.wikidata.org/entity/Q217704	Ibisbill	http://www.wikidata.org/entity/Q41803	gram	294.0
Q226136	10902	http://www.wikidata.org/entity/Q226136	Yellow Wattlebird	http://www.wikidata.org/entity/Q41803	gram	168.0
Q917578	10900	http://www.wikidata.org/entity/Q917578	Pink-eared Duck	http://www.wikidata.org/entity/Q41803	gram	404.0
Q757350	10887	http://www.wikidata.org/entity/Q757350	Great-billed Heron	http://www.wikidata.org/entity/Q41803	gram	83.0
Q2263439	10886	http://www.wikidata.org/entity/Q2263439	Sultan Tit	http://www.wikidata.org/entity/Q41803	gram	42.0
Q739101	10883	http://www.wikidata.org/entity/Q739101	Noisy Friarbird	http://www.wikidata.org/entity/Q41803	gram	106.0
Q27075686	10871	http://www.wikidata.org/entity/Q27075686	Phoenicurus fuliginosus	http://www.wikidata.org/entity/Q41803	gram	22.0
Q647138	10855	http://www.wikidata.org/entity/Q647138	Visayan Hornbill	http://www.wikidata.org/entity/Q41803	gram	509.0
Q2667717	10844	http://www.wikidata.org/entity/Q2667717	Brown Jay	http://www.wikidata.org/entity/Q41803	gram	243.0
Q2668619	10835	http://www.wikidata.org/entity/Q2668619	Common Diuca Finch	http://www.wikidata.org/entity/Q41803	gram	24.0
Q1193779	10789	http://www.wikidata.org/entity/Q1193779	Yellow-throated Bunting	http://www.wikidata.org/entity/Q41803	gram	17.0
Q1265381	10788	http://www.wikidata.org/entity/Q1265381	King Rail	http://www.wikidata.org/entity/Q41803	gram	416.0
Q1266506	10777	http://www.wikidata.org/entity/Q1266506	Oriental Cuckoo	http://www.wikidata.org/entity/Q41803	gram	99.0
Q27075532	10777	http://www.wikidata.org/entity/Q27075532	White-whiskered laughingthrush	http://www.wikidata.org/entity/Q41803	gram	75.5
Q1765289	10771	http://www.wikidata.org/entity/Q1765289	Woodland vole	http://www.wikidata.org/entity/Q41803	gram	2.55
Q906894	10756	http://www.wikidata.org/entity/Q906894	Swallow-tailed Hummingbird	http://www.wikidata.org/entity/Q41803	gram	9.0
Q18839	10745	http://www.wikidata.org/entity/Q18839	Lesser Crested Tern	http://www.wikidata.org/entity/Q41803	gram	209.0
Q692323	10742	http://www.wikidata.org/entity/Q692323	Lincoln's Sparrow	http://www.wikidata.org/entity/Q41803	gram	18.8
Q1272657	10740	http://www.wikidata.org/entity/Q1272657	Fiery-necked Nightjar	http://www.wikidata.org/entity/Q41803	gram	54.0
Q1264439	10724	http://www.wikidata.org/entity/Q1264439	Tataupa Tinamou	http://www.wikidata.org/entity/Q41803	gram	237.0
Q10820714	10666	http://www.wikidata.org/entity/Q10820714	Spinus barbatus	http://www.wikidata.org/entity/Q41803	gram	22.0
Q995756	10652	http://www.wikidata.org/entity/Q995756	Pale Chanting Goshawk	http://www.wikidata.org/entity/Q11570	gram	1000.0
Q652028	10650	http://www.wikidata.org/entity/Q652028	Black Guineafowl	http://www.wikidata.org/entity/Q41803	gram	29.5
Q27076004	10629	http://www.wikidata.org/entity/Q27076004	Canada Warbler	http://www.wikidata.org/entity/Q41803	gram	1.56
Q905268	10617	http://www.wikidata.org/entity/Q905268	Orinoco Goose	http://www.wikidata.org/entity/Q11570	gram	1825.0
Q1262861	10606	http://www.wikidata.org/entity/Q1262861	Red Goshawk	http://www.wikidata.org/entity/Q11570	gram	1100.0
Q925768	10593	http://www.wikidata.org/entity/Q925768	Grey Kestrel	http://www.wikidata.org/entity/Q41803	gram	25.0
Q595162	10552	http://www.wikidata.org/entity/Q595162	Pintail Snipe	http://www.wikidata.org/entity/Q41803	gram	132.0
Q493653	10537	http://www.wikidata.org/entity/Q493653	South Georgia Pipit	http://www.wikidata.org/entity/Q41803	gram	36.0
Q221071	10507	http://www.wikidata.org/entity/Q221071	Wonga Pigeon	http://www.wikidata.org/entity/Q41803	gram	429.0
Q181326	10499	http://www.wikidata.org/entity/Q181326	Southern Fulmar	http://www.wikidata.org/entity/Q41803	gram	845.0
Q748208	10491	http://www.wikidata.org/entity/Q748208	Ammospermophilus leucurus	http://www.wikidata.org/entity/Q41803	gram	105.0
Q997585	10489	http://www.wikidata.org/entity/Q997585	White-necked rockfowl	http://www.wikidata.org/entity/Q41803	gram	15.2
Q1269712	10473	http://www.wikidata.org/entity/Q1269712	Red Spurfowl	http://www.wikidata.org/entity/Q41803	gram	370.0
Q1273806	10468	http://www.wikidata.org/entity/Q1273806	Mountain Plover	http://www.wikidata.org/entity/Q41803	gram	114.0
Q127964	10458	http://www.wikidata.org/entity/Q127964	Namaqua Sandgrouse	http://www.wikidata.org/entity/Q41803	gram	176.0
Q27075939	10448	http://www.wikidata.org/entity/Q27075939	Golden-cheeked Warbler	http://www.wikidata.org/entity/Q41803	gram	1.62
Q27075632	10442	http://www.wikidata.org/entity/Q27075632	Turdus eremita	http://www.wikidata.org/entity/Q41803	gram	91.0
Q912197	10414	http://www.wikidata.org/entity/Q912197	Jungle owlet	http://www.wikidata.org/entity/Q41803	gram	101.0
Q749701	10412	http://www.wikidata.org/entity/Q749701	Western Rock Nuthatch	http://www.wikidata.org/entity/Q41803	gram	2.43
Q1265058	10386	http://www.wikidata.org/entity/Q1265058	red-naped sapsucker	http://www.wikidata.org/entity/Q41803	gram	49.0
Q943686	10375	http://www.wikidata.org/entity/Q943686	Apapane	http://www.wikidata.org/entity/Q41803	gram	15.0
Q470559	10344	http://www.wikidata.org/entity/Q470559	White-collared Pigeon	http://www.wikidata.org/entity/Q41803	gram	11.5
Q734940	10339	http://www.wikidata.org/entity/Q734940	Parantechinus apicalis	http://www.wikidata.org/entity/Q174789	millimetre	82.5
Q269082	10333	http://www.wikidata.org/entity/Q269082	Southern Pochard	http://www.wikidata.org/entity/Q41803	gram	777.0
Q891225	10333	http://www.wikidata.org/entity/Q891225	Bokmakierie	http://www.wikidata.org/entity/Q41803	gram	63.0
