Entity	QRank	island	islandLabel	No_islandArea	unitLabel
Q2125574	1675	http://www.wikidata.org/entity/Q2125574	Rader Insel	1000000.0	square metre
Q4587158	1672	http://www.wikidata.org/entity/Q4587158	Nørvøya	5000000.0	square metre
Q13473849	1667	http://www.wikidata.org/entity/Q13473849	Fedje	7200000.0	square metre
Q5738378	1666	http://www.wikidata.org/entity/Q5738378	Herføl	1960000.0	square metre
Q49646126	1666	http://www.wikidata.org/entity/Q49646126	Kitanoshima	340000.0	square metre
Q3236750	1665	http://www.wikidata.org/entity/Q3236750	Bremangerlandet	153000000.0	square metre
Q2392507	1663	http://www.wikidata.org/entity/Q2392507	Tanglewood Island	77294.95766784	square metre
Q3593485	1663	http://www.wikidata.org/entity/Q3593485	Île du Grand Rouveau	550000.0	square metre
Q485117	1662	http://www.wikidata.org/entity/Q485117	Ilhéu de Cima	1500000.0	square metre
Q555021	1662	http://www.wikidata.org/entity/Q555021	Dog Island	350000.0	square metre
Q1370909	1662	http://www.wikidata.org/entity/Q1370909	Etal Atoll	1893000.0	square metre
Q2499945	1662	http://www.wikidata.org/entity/Q2499945	Ilha do Cardoso	151000000.0	square metre
Q2510526	1661	http://www.wikidata.org/entity/Q2510526	Vanua Vatu	3500000.0	square metre
Q2633103	1658	http://www.wikidata.org/entity/Q2633103	Nguna	24500000.0	square metre
Q6440468	1657	http://www.wikidata.org/entity/Q6440468	Kråkvåg	1000000.0	square metre
Q15262378	1657	http://www.wikidata.org/entity/Q15262378	Tareerpattel-tarerenner / Ninth Island	320000.0	square metre
Q803858	1656	http://www.wikidata.org/entity/Q803858	Baillie-Hamilton Island	290000000.0	square metre
Q6539893	1656	http://www.wikidata.org/entity/Q6539893	Dongxi Liandao	7570000.0	square metre
Q4538105	1655	http://www.wikidata.org/entity/Q4538105	Yankicha	3700000.0	square metre
Q1674020	1654	http://www.wikidata.org/entity/Q1674020	Isla Coronados	7213000.0	square metre
Q1852295	1654	http://www.wikidata.org/entity/Q1852295	Rangsang Island	908000000.0	square metre
Q4573605	1654	http://www.wikidata.org/entity/Q4573605	Fjørtofta	8900000.0	square metre
Q5434404	1654	http://www.wikidata.org/entity/Q5434404	Fantome Island	7470000.0	square metre
Q458869	1649	http://www.wikidata.org/entity/Q458869	Gurskøya	137000000.0	square metre
Q892946	1646	http://www.wikidata.org/entity/Q892946	Booby Island	10000.0	square metre
Q1777771	1645	http://www.wikidata.org/entity/Q1777771	Giske	2670000.0	square metre
Q3321501	1643	http://www.wikidata.org/entity/Q3321501	Drakonera	2442000.0	square metre
Q1180520	1642	http://www.wikidata.org/entity/Q1180520	De Witt Island	5160000.0	square metre
Q2095313	1641	http://www.wikidata.org/entity/Q2095313	Pim Island	86000000.0	square metre
Q8047149	1640	http://www.wikidata.org/entity/Q8047149	Yakobi Island	213300000.0	square metre
Q1161710	1637	http://www.wikidata.org/entity/Q1161710	Manamoc Island	5160000.0	square metre
Q3593066	1636	http://www.wikidata.org/entity/Q3593066	Île Dowker	1000000.0	square metre
Q11218538	1636	http://www.wikidata.org/entity/Q11218538	Nord-Fugløya	21300000.0	square metre
Q120499	1634	http://www.wikidata.org/entity/Q120499	Rugged Island	10400000.0	square metre
Q913806	1634	http://www.wikidata.org/entity/Q913806	Golomyanny	9000000.0	square metre
Q1865667	1634	http://www.wikidata.org/entity/Q1865667	Little Kiska Island	4830000.0	square metre
Q23264	1633	http://www.wikidata.org/entity/Q23264	Wörth	135000.0	square metre
Q2551918	1632	http://www.wikidata.org/entity/Q2551918	Feklistov Island	372000000.0	square metre
Q292306	1631	http://www.wikidata.org/entity/Q292306	Île de Guior	80000000.0	square metre
Q1813844	1629	http://www.wikidata.org/entity/Q1813844	Lundey	30000.0	square metre
Q1105260	1627	http://www.wikidata.org/entity/Q1105260	Cockburn Island	4000000.0	square metre
Q2303312	1626	http://www.wikidata.org/entity/Q2303312	Sorgu	50000.0	square metre
Q3471540	1626	http://www.wikidata.org/entity/Q3471540	Isla San Lorenzo  Baja california Sur	32050000.0	square metre
Q1664419	1624	http://www.wikidata.org/entity/Q1664419	Neuenhagen Oder Island	60000000.0	square metre
Q16493399	1624	http://www.wikidata.org/entity/Q16493399	Área de Proteção Ambiental da Ilha do Combu	15030000.0	square metre
Q107575923	1624	http://www.wikidata.org/entity/Q107575923	Q107575923	250000.0	square metre
Q2122953	1622	http://www.wikidata.org/entity/Q2122953	Quessant Island	500000.0	square metre
Q3287076	1622	http://www.wikidata.org/entity/Q3287076	Manui	100000.0	square metre
Q1906015	1621	http://www.wikidata.org/entity/Q1906015	Marutea Nord	458000000.0	square metre
Q16901166	1621	http://www.wikidata.org/entity/Q16901166	Tanajampea Island	162850000.0	square metre
Q625386	1620	http://www.wikidata.org/entity/Q625386	Ngerekebesang Island	2280000.0	square metre
Q2659395	1620	http://www.wikidata.org/entity/Q2659395	Škrda	2050000.0	square metre
Q25062217	1618	http://www.wikidata.org/entity/Q25062217	Perseverance Island, Seychelles	990000.0	square metre
Q292461	1616	http://www.wikidata.org/entity/Q292461	île de l'Ouest	33000000.0	square metre
Q4538592	1616	http://www.wikidata.org/entity/Q4538592	Yarki	1800000.0	square metre
Q604037	1615	http://www.wikidata.org/entity/Q604037	Egg Island	1259000.0	square metre
Q3303846	1614	http://www.wikidata.org/entity/Q3303846	Robertson Island	165000000.0	square metre
Q1827439	1611	http://www.wikidata.org/entity/Q1827439	Lo	11900000.0	square metre
Q1075589	1606	http://www.wikidata.org/entity/Q1075589	Sebuku Island	17710000.0	square metre
Q7107782	1606	http://www.wikidata.org/entity/Q7107782	Island Vetren	2800000.0	square metre
Q24454228	1606	http://www.wikidata.org/entity/Q24454228	Kiikeli	33000.0	square metre
Q805915	1605	http://www.wikidata.org/entity/Q805915	Bam	3800000.0	square metre
Q64851	1604	http://www.wikidata.org/entity/Q64851	Lågøya	86000000.0	square metre
Q1673774	1604	http://www.wikidata.org/entity/Q1673774	Augustine Island	83872000.0	square metre
Q457596	1601	http://www.wikidata.org/entity/Q457596	Ambitle	87000000.0	square metre
Q1916417	1599	http://www.wikidata.org/entity/Q1916417	Uki Ni Masi	43980000.0	square metre
Q13668079	1598	http://www.wikidata.org/entity/Q13668079	Verkhny	850000.0	square metre
Q1296485	1597	http://www.wikidata.org/entity/Q1296485	Haskeir	150000.0	square metre
Q5976758	1597	http://www.wikidata.org/entity/Q5976758	Linlín	10300000.0	square metre
Q4919494	1593	http://www.wikidata.org/entity/Q4919494	Bjarkøya	14600000.0	square metre
Q5998714	1590	http://www.wikidata.org/entity/Q5998714	Illa des Bosc	2300000.0	square metre
Q22950534	1589	http://www.wikidata.org/entity/Q22950534	Inishsirrer	430000.0	square metre
Q31942312	1588	http://www.wikidata.org/entity/Q31942312	Lataro	3220000.0	square metre
Q3860195	1587	http://www.wikidata.org/entity/Q3860195	Isola di Molarotto	18000.0	square metre
Q1711018	1585	http://www.wikidata.org/entity/Q1711018	Koukonesi	140000.0	square metre
Q12884220	1583	http://www.wikidata.org/entity/Q12884220	Romvi	1600000.0	square metre
Q6443309	1582	http://www.wikidata.org/entity/Q6443309	Kulusuk Island	41980000.0	square metre
Q2042567	1581	http://www.wikidata.org/entity/Q2042567	Owaraha	15700000.0	square metre
Q3445201	1581	http://www.wikidata.org/entity/Q3445201	Kurba Vela	1740000.0	square metre
Q246351	1580	http://www.wikidata.org/entity/Q246351	Chirpoy	21000000.0	square metre
Q28942453	1580	http://www.wikidata.org/entity/Q28942453	Taganak Island	1160000.0	square metre
Q3443672	1577	http://www.wikidata.org/entity/Q3443672	Zmajan	3300000.0	square metre
Q11863843	1577	http://www.wikidata.org/entity/Q11863843	Hurissalo	174000000.0	square metre
Q1528192	1575	http://www.wikidata.org/entity/Q1528192	Charles Alexander Island	329000000.0	square metre
Q1619574	1575	http://www.wikidata.org/entity/Q1619574	Hinson's Island	160000.0	square metre
Q953424	1574	http://www.wikidata.org/entity/Q953424	Dolgy Island	106000000.0	square metre
Q23655703	1574	http://www.wikidata.org/entity/Q23655703	Isla Alao	8800000.0	square metre
Q17389358	1573	http://www.wikidata.org/entity/Q17389358	Sahaidachnoho island	59000.0	square metre
Q519236	1569	http://www.wikidata.org/entity/Q519236	Otter Island	670000.0	square metre
Q1857655	1567	http://www.wikidata.org/entity/Q1857655	Tjeldøya	187000000.0	square metre
Q5522264	1567	http://www.wikidata.org/entity/Q5522264	Garden Island	307543.752	square metre
Q944832	1566	http://www.wikidata.org/entity/Q944832	Tinhosa Pequena	1000000.0	square metre
Q814332	1565	http://www.wikidata.org/entity/Q814332	Beginish Island	986000.0	square metre
Q6916571	1565	http://www.wikidata.org/entity/Q6916571	Moss Island	56655.9899136	square metre
Q2705754	1562	http://www.wikidata.org/entity/Q2705754	Aracena Island	1164000000.0	square metre
Q17191378	1562	http://www.wikidata.org/entity/Q17191378	Adakajima	80000.0	square metre
Q917496	1561	http://www.wikidata.org/entity/Q917496	Skogsøya	32500000.0	square metre
Q2894870	1561	http://www.wikidata.org/entity/Q2894870	Chebeague Island	63610107.98985216	square metre
Q4701781	1561	http://www.wikidata.org/entity/Q4701781	Akseløya	4000000.0	square metre
Q19879693	1560	http://www.wikidata.org/entity/Q19879693	Sweers Island	11319800.0	square metre
Q5055435	1558	http://www.wikidata.org/entity/Q5055435	Cayos de Caña Gorda	180000.0	square metre
Q17591909	1556	http://www.wikidata.org/entity/Q17591909	Schönenwerd (Insel)	1885.0	square metre
Q4571145	1555	http://www.wikidata.org/entity/Q4571145	Aspøy	600000.0	square metre
Q10510666	1555	http://www.wikidata.org/entity/Q10510666	Gullkrona	450000.0	square metre
Q7445217	1554	http://www.wikidata.org/entity/Q7445217	Sedge Island	3800000.0	square metre
Q540053	1553	http://www.wikidata.org/entity/Q540053	Pileni	230000.0	square metre
Q1026659	1553	http://www.wikidata.org/entity/Q1026659	Calf of Eday	2430000.0	square metre
Q1522879	1553	http://www.wikidata.org/entity/Q1522879	Gibbs Island	22000000.0	square metre
Q2826859	1553	http://www.wikidata.org/entity/Q2826859	Agioi Pantes	346000.0	square metre
Q24345730	1553	http://www.wikidata.org/entity/Q24345730	Vepsä	190000.0	square metre
Q3962371	1543	http://www.wikidata.org/entity/Q3962371	Sitkinak Island	235510000.0	square metre
Q257734	1540	http://www.wikidata.org/entity/Q257734	Paraoa	14000000.0	square metre
Q3593112	1540	http://www.wikidata.org/entity/Q3593112	Kekerten Island	13650000.0	square metre
Q6513906	1540	http://www.wikidata.org/entity/Q6513906	Karlsøya	792000000.0	square metre
Q1139816	1539	http://www.wikidata.org/entity/Q1139816	Crevan	3651.0	square metre
Q25238204	1539	http://www.wikidata.org/entity/Q25238204	Isla Rasa	570000.0	square metre
Q292039	1538	http://www.wikidata.org/entity/Q292039	île Howe	51000000.0	square metre
Q475307	1537	http://www.wikidata.org/entity/Q475307	Pecixe	168000000.0	square metre
Q23732841	1536	http://www.wikidata.org/entity/Q23732841	Vejrø	480000.0	square metre
Q1347484	1531	http://www.wikidata.org/entity/Q1347484	Merelava	18000000.0	square metre
Q2132733	1531	http://www.wikidata.org/entity/Q2132733	Rathlin O'Birne	300000.0	square metre
Q2511615	1530	http://www.wikidata.org/entity/Q2511615	Q2511615	100000.0	square metre
Q2377902	1528	http://www.wikidata.org/entity/Q2377902	Kioa	25000000.0	square metre
Q6081459	1528	http://www.wikidata.org/entity/Q6081459	Isla Gonzalo	380000.0	square metre
Q2590617	1526	http://www.wikidata.org/entity/Q2590617	Olipa	903000.0	square metre
Q7259244	1525	http://www.wikidata.org/entity/Q7259244	Pulau Klang	270000000.0	square metre
Q11220971	1524	http://www.wikidata.org/entity/Q11220971	Åmøy	5300000.0	square metre
Q24952108	1524	http://www.wikidata.org/entity/Q24952108	Koh Puos	1100000.0	square metre
Q5607432	1523	http://www.wikidata.org/entity/Q5607432	Grenadier Island, New York	5220444.784896	square metre
Q24950325	1520	http://www.wikidata.org/entity/Q24950325	Nurana Islands	2320000.0	square metre
Q18660593	1519	http://www.wikidata.org/entity/Q18660593	Livonsaari	26330000.0	square metre
Q1284093	1516	http://www.wikidata.org/entity/Q1284093	Q1284093	340000.0	square metre
Q785764	1515	http://www.wikidata.org/entity/Q785764	Cason Montiron	1881.0	square metre
Q3141348	1515	http://www.wikidata.org/entity/Q3141348	Housay	1630000.0	square metre
Q492989	1514	http://www.wikidata.org/entity/Q492989	Vohilaid	4160000.0	square metre
Q425995	1512	http://www.wikidata.org/entity/Q425995	Grass Island	260000.0	square metre
Q847242	1512	http://www.wikidata.org/entity/Q847242	Île Greenly	1000000.0	square metre
Q1617775	1508	http://www.wikidata.org/entity/Q1617775	Ardoileán	328000.0	square metre
Q3129009	1508	http://www.wikidata.org/entity/Q3129009	Kidney Island	330000.0	square metre
Q3528508	1508	http://www.wikidata.org/entity/Q3528508	Tillangchong	14700000.0	square metre
Q4580709	1506	http://www.wikidata.org/entity/Q4580709	Dyrøya	53000000.0	square metre
Q2382896	1504	http://www.wikidata.org/entity/Q2382896	Illot dels Porros	4000.0	square metre
Q6425868	1504	http://www.wikidata.org/entity/Q6425868	Koh Seh	7500000.0	square metre
Q7849107	1504	http://www.wikidata.org/entity/Q7849107	Lilla Fjellsholmen	110000.0	square metre
Q11869494	1504	http://www.wikidata.org/entity/Q11869494	Kallo	130000.0	square metre
Q12109551	1503	http://www.wikidata.org/entity/Q12109551	Kempa island	27000.0	square metre
Q1961989	1502	http://www.wikidata.org/entity/Q1961989	Akilia	1380000.0	square metre
Q4844763	1502	http://www.wikidata.org/entity/Q4844763	Prince Leopold Island	63760000.0	square metre
Q1639526	1501	http://www.wikidata.org/entity/Q1639526	Hvalbakur	10000.0	square metre
Q3139525	1499	http://www.wikidata.org/entity/Q3139525	Hebao island	13000000.0	square metre
Q2665248	1497	http://www.wikidata.org/entity/Q2665248	La Roncière Island	478000000.0	square metre
Q1786134	1496	http://www.wikidata.org/entity/Q1786134	Aspøya	20000000.0	square metre
Q3803051	1496	http://www.wikidata.org/entity/Q3803051	Papenberg Island	3100.0	square metre
Q1784798	1495	http://www.wikidata.org/entity/Q1784798	Loppa	12000000.0	square metre
Q16928377	1495	http://www.wikidata.org/entity/Q16928377	Susisaari	680000.0	square metre
Q834190	1494	http://www.wikidata.org/entity/Q834190	Mäuseturminsel	10000.0	square metre
Q1892566	1494	http://www.wikidata.org/entity/Q1892566	Qikiqtaaluk	789000000.0	square metre
Q7451758	1494	http://www.wikidata.org/entity/Q7451758	Sepanggar Island	1400000.0	square metre
Q5921795	1493	http://www.wikidata.org/entity/Q5921795	Isla Observatorio	4000000.0	square metre
Q20191075	1493	http://www.wikidata.org/entity/Q20191075	Motuarohia Island	830000.0	square metre
Q1659793	1492	http://www.wikidata.org/entity/Q1659793	Imchen	25000.0	square metre
Q5028104	1492	http://www.wikidata.org/entity/Q5028104	Campbell Island	136180000.0	square metre
Q979212	1488	http://www.wikidata.org/entity/Q979212	Foynøya	1500000.0	square metre
Q5759188	1487	http://www.wikidata.org/entity/Q5759188	Cayo Herradura	413000.0	square metre
Q10430766	1486	http://www.wikidata.org/entity/Q10430766	Björnön	2776000.0	square metre
Q7054819	1483	http://www.wikidata.org/entity/Q7054819	North Cinque Island	1988000.0	square metre
Q2333928	1481	http://www.wikidata.org/entity/Q2333928	Aristazabal Island	420000000.0	square metre
Q4681889	1481	http://www.wikidata.org/entity/Q4681889	Adele Island	2170000.0	square metre
Q2664570	1480	http://www.wikidata.org/entity/Q2664570	Bruce Island	191000000.0	square metre
Q1735541	1478	http://www.wikidata.org/entity/Q1735541	Katajanokanluoto	5000.0	square metre
Q659328	1477	http://www.wikidata.org/entity/Q659328	Ravahere	57500000.0	square metre
Q868646	1474	http://www.wikidata.org/entity/Q868646	Eilean Musdile	40000.0	square metre
Q671261	1471	http://www.wikidata.org/entity/Q671261	Tauere	60000000.0	square metre
Q1876756	1471	http://www.wikidata.org/entity/Q1876756	Île aux Pigeons	38100.0	square metre
Q2184308	1470	http://www.wikidata.org/entity/Q2184308	Vahase	660000.0	square metre
Q2595545	1470	http://www.wikidata.org/entity/Q2595545	Q2595545	1480000.0	square metre
Q3593318	1469	http://www.wikidata.org/entity/Q3593318	Île d'Er	40000.0	square metre
Q5051036	1468	http://www.wikidata.org/entity/Q5051036	Cat Island (Tasmania)	390000.0	square metre
Q183524	1467	http://www.wikidata.org/entity/Q183524	Great Ganilly	130000.0	square metre
Q4976980	1467	http://www.wikidata.org/entity/Q4976980	Bru	3000000.0	square metre
Q2061809	1463	http://www.wikidata.org/entity/Q2061809	Romblon Island	83330000.0	square metre
Q17105086	1463	http://www.wikidata.org/entity/Q17105086	Omfori	4500000.0	square metre
Q1853425	1462	http://www.wikidata.org/entity/Q1853425	Nares Land	1466000000.0	square metre
Q2594737	1461	http://www.wikidata.org/entity/Q2594737	Beiginis	130000.0	square metre
Q10541761	1461	http://www.wikidata.org/entity/Q10541761	Järflotta	35382300.0	square metre
Q7653454	1460	http://www.wikidata.org/entity/Q7653454	Swan Island	2390000.0	square metre
Q3497848	1459	http://www.wikidata.org/entity/Q3497848	Portage Island	3802000000.0	square metre
Q4213827	1459	http://www.wikidata.org/entity/Q4213827	Karaitivu	22950000.0	square metre
Q4092676	1458	http://www.wikidata.org/entity/Q4092676	Bolshoy Klimetsky	147000000.0	square metre
Q1771560	1456	http://www.wikidata.org/entity/Q1771560	Storøya	50000000.0	square metre
Q3593157	1456	http://www.wikidata.org/entity/Q3593157	O'Reilly Island	34600000.0	square metre
Q2260429	1454	http://www.wikidata.org/entity/Q2260429	Scoglio Ferale	3000.0	square metre
Q740908	1452	http://www.wikidata.org/entity/Q740908	Conception Island, Seychelles	603000.0	square metre
Q1574434	1451	http://www.wikidata.org/entity/Q1574434	Salisbury Island	804000000.0	square metre
Q3435331	1451	http://www.wikidata.org/entity/Q3435331	Mrčara	1450000.0	square metre
Q976620	1450	http://www.wikidata.org/entity/Q976620	Álsey	250000.0	square metre
Q4249457	1450	http://www.wikidata.org/entity/Q4249457	East Sister Island	150000.0	square metre
Q9366889	1450	http://www.wikidata.org/entity/Q9366889	Upałty	670000.0	square metre
Q60189	1449	http://www.wikidata.org/entity/Q60189	Cayo Norte	1200000.0	square metre
Q396561	1449	http://www.wikidata.org/entity/Q396561	Agria Gramvousa	825000.0	square metre
Q998289	1448	http://www.wikidata.org/entity/Q998289	Grassy Island	290000.0	square metre
Q13431506	1448	http://www.wikidata.org/entity/Q13431506	Q13431506	7774.0	square metre
Q11887854	1447	http://www.wikidata.org/entity/Q11887854	Pettu	9000000.0	square metre
Q2095085	1446	http://www.wikidata.org/entity/Q2095085	Pillnitz Island	200000.0	square metre
Q7157175	1445	http://www.wikidata.org/entity/Q7157175	Pea Island	8093.7128448	square metre
Q577984	1444	http://www.wikidata.org/entity/Q577984	Solarte Island	8000000.0	square metre
Q692255	1444	http://www.wikidata.org/entity/Q692255	Harilaid	150000.0	square metre
Q4998950	1444	http://www.wikidata.org/entity/Q4998950	Burke Island	334430000.0	square metre
Q6672643	1444	http://www.wikidata.org/entity/Q6672643	Long Island	42000.0	square metre
Q25005993	1443	http://www.wikidata.org/entity/Q25005993	Coney Island of the West	125452.5490944	square metre
Q11888097	1442	http://www.wikidata.org/entity/Q11888097	Pikku-Musta	40000.0	square metre
Q2118012	1441	http://www.wikidata.org/entity/Q2118012	Pulo Anna	500000.0	square metre
Q2274481	1440	http://www.wikidata.org/entity/Q2274481	Seskli	1826000.0	square metre
Q5482906	1438	http://www.wikidata.org/entity/Q5482906	Lohjansaari	19800000.0	square metre
Q1136756	1437	http://www.wikidata.org/entity/Q1136756	Cotton Cay	1130000.0	square metre
Q1811103	1437	http://www.wikidata.org/entity/Q1811103	Manuhangi	7000000.0	square metre
Q12007930	1437	http://www.wikidata.org/entity/Q12007930	Turøy	1670000.0	square metre
Q3435344	1436	http://www.wikidata.org/entity/Q3435344	Prežba	2810000.0	square metre
Q582389	1435	http://www.wikidata.org/entity/Q582389	Antipodes Island	20000000.0	square metre
Q892508	1435	http://www.wikidata.org/entity/Q892508	Mana	409000.0	square metre
Q7104198	1435	http://www.wikidata.org/entity/Q7104198	Orta	1000000.0	square metre
Q10667659	1435	http://www.wikidata.org/entity/Q10667659	Signilskär	840000.0	square metre
Q1395702	1433	http://www.wikidata.org/entity/Q1395702	Fanna	540000.0	square metre
Q2703017	1433	http://www.wikidata.org/entity/Q2703017	Ushi Island	1000.0	square metre
Q89808987	1432	http://www.wikidata.org/entity/Q89808987	Q89808987	380000.0	square metre
Q1974261	1429	http://www.wikidata.org/entity/Q1974261	Tegua	30700000.0	square metre
Q9009753	1427	http://www.wikidata.org/entity/Q9009753	Q9009753	100000.0	square metre
Q3285099	1425	http://www.wikidata.org/entity/Q3285099	Man Island (Nicobar)	370000.0	square metre
Q6449731	1425	http://www.wikidata.org/entity/Q6449731	Isla Quenac	21430000.0	square metre
Q18816962	1425	http://www.wikidata.org/entity/Q18816962	Q18816962	4500000.0	square metre
Q15853068	1423	http://www.wikidata.org/entity/Q15853068	Vogelinsel	600.0	square metre
Q3593160	1420	http://www.wikidata.org/entity/Q3593160	Île Ouen	37000000.0	square metre
Q177356	1418	http://www.wikidata.org/entity/Q177356	Tower Island	16000000.0	square metre
Q798086	1417	http://www.wikidata.org/entity/Q798086	Bacharacher Werth	84000.0	square metre
Q19895483	1416	http://www.wikidata.org/entity/Q19895483	Pullivasal Island	300000.0	square metre
Q315038	1413	http://www.wikidata.org/entity/Q315038	Heuwiese	140000.0	square metre
Q11762514	1412	http://www.wikidata.org/entity/Q11762514	Long Island, Seychelles	230000.0	square metre
Q2923804	1410	http://www.wikidata.org/entity/Q2923804	Brandur	100000.0	square metre
Q5456495	1410	http://www.wikidata.org/entity/Q5456495	Fjellværsøya	26700000.0	square metre
Q1029633	1407	http://www.wikidata.org/entity/Q1029633	Timbun Mata	115000000.0	square metre
Q858269	1406	http://www.wikidata.org/entity/Q858269	Biffeche	560000000.0	square metre
Q254143	1405	http://www.wikidata.org/entity/Q254143	Sakar Island	34000000.0	square metre
Q473026	1403	http://www.wikidata.org/entity/Q473026	Pondikonisi	2500000.0	square metre
Q689371	1401	http://www.wikidata.org/entity/Q689371	Fauro Island	75000000.0	square metre
Q6425865	1401	http://www.wikidata.org/entity/Q6425865	Koh Russei	1400000.0	square metre
Q1115177	1400	http://www.wikidata.org/entity/Q1115177	Moso	25390000.0	square metre
Q1285768	1399	http://www.wikidata.org/entity/Q1285768	Saut d'Eau	100000.0	square metre
Q2782953	1399	http://www.wikidata.org/entity/Q2782953	Baarah	2488000.0	square metre
Q2555116	1396	http://www.wikidata.org/entity/Q2555116	Weideninsel	1500.0	square metre
Q6672444	1396	http://www.wikidata.org/entity/Q6672444	Long Caye	2630000.0	square metre
Q23039631	1396	http://www.wikidata.org/entity/Q23039631	Bågaskär	210000.0	square metre
Q2558167	1395	http://www.wikidata.org/entity/Q2558167	ile aux Vainqueurs	165000.0	square metre
Q865051	1394	http://www.wikidata.org/entity/Q865051	Bird Island	1200000.0	square metre
Q3524129	1393	http://www.wikidata.org/entity/Q3524129	Pulau Anak Bukom	200000.0	square metre
Q15199435	1392	http://www.wikidata.org/entity/Q15199435	Biscayne Point	1015275.339251712	square metre
Q928611	1388	http://www.wikidata.org/entity/Q928611	Marmot Island	45200000.0	square metre
Q24345714	1388	http://www.wikidata.org/entity/Q24345714	Kulho	1800000.0	square metre
Q1877415	1384	http://www.wikidata.org/entity/Q1877415	Lundey, Skjálfandi	100000.0	square metre
Q28035308	1384	http://www.wikidata.org/entity/Q28035308	Aves Island (Andaman and Nicobar Islands)	200000.0	square metre
Q374714	1383	http://www.wikidata.org/entity/Q374714	Nama	748000.0	square metre
Q11476897	1382	http://www.wikidata.org/entity/Q11476897	Shimada Island	5730000.0	square metre
Q3394734	1381	http://www.wikidata.org/entity/Q3394734	Q3394734	6254.0	square metre
Q6081483	1381	http://www.wikidata.org/entity/Q6081483	Isla Palenque	16000000.0	square metre
Q4936508	1380	http://www.wikidata.org/entity/Q4936508	Bodgaya Island	7960000.0	square metre
Q595925	1379	http://www.wikidata.org/entity/Q595925	Chamisso Island	1800000.0	square metre
Q493248	1378	http://www.wikidata.org/entity/Q493248	Kräsuli	170000.0	square metre
Q432518	1377	http://www.wikidata.org/entity/Q432518	Q432518	27000.0	square metre
Q1540784	1377	http://www.wikidata.org/entity/Q1540784	Stormolla	34400000.0	square metre
Q48372	1376	http://www.wikidata.org/entity/Q48372	Batiki	12000000.0	square metre
Q3469809	1376	http://www.wikidata.org/entity/Q3469809	Saline Island	300000.0	square metre
Q2370772	1368	http://www.wikidata.org/entity/Q2370772	Svelmø	270000.0	square metre
Q4581234	1368	http://www.wikidata.org/entity/Q4581234	Buøy	600000.0	square metre
Q27868248	1368	http://www.wikidata.org/entity/Q27868248	Taliabu Island	2913000000.0	square metre
Q15919047	1367	http://www.wikidata.org/entity/Q15919047	Isla Barbareta	6000000.0	square metre
Q799818	1366	http://www.wikidata.org/entity/Q799818	Bagabag	37000000.0	square metre
Q10908652	1364	http://www.wikidata.org/entity/Q10908652	Nanpeng Islands	907000.0	square metre
Q902919	1363	http://www.wikidata.org/entity/Q902919	Bray Island	689000000.0	square metre
Q6684742	1363	http://www.wikidata.org/entity/Q6684742	Skorpa	8260000.0	square metre
Q2577871	1362	http://www.wikidata.org/entity/Q2577871	Allu	15600.0	square metre
Q1779939	1358	http://www.wikidata.org/entity/Q1779939	Sandsøya	10800000.0	square metre
Q4417545	1358	http://www.wikidata.org/entity/Q4417545	Seredysh	4100000.0	square metre
Q20207875	1355	http://www.wikidata.org/entity/Q20207875	Mukōjima	1440000.0	square metre
Q2274406	1353	http://www.wikidata.org/entity/Q2274406	île de France	246100000.0	square metre
Q2429595	1353	http://www.wikidata.org/entity/Q2429595	Zavadovskiy Island	100000000.0	square metre
Q23748903	1351	http://www.wikidata.org/entity/Q23748903	Dybsø	1330000.0	square metre
Q1641861	1350	http://www.wikidata.org/entity/Q1641861	Ulawa Island	66000000.0	square metre
Q2004507	1350	http://www.wikidata.org/entity/Q2004507	Nukapu	700000.0	square metre
Q7846535	1350	http://www.wikidata.org/entity/Q7846535	Troubridge Island	20000.0	square metre
Q402703	1349	http://www.wikidata.org/entity/Q402703	Ahrendsberg	86000.0	square metre
Q1035315	1349	http://www.wikidata.org/entity/Q1035315	Carache	80400000.0	square metre
Q3286263	1349	http://www.wikidata.org/entity/Q3286263	Kunghit Island	215000000.0	square metre
Q3428930	1346	http://www.wikidata.org/entity/Q3428930	Gundu Island	20000.0	square metre
Q7986049	1344	http://www.wikidata.org/entity/Q7986049	West Nalaut Island	1000000.0	square metre
Q11669595	1343	http://www.wikidata.org/entity/Q11669595	Takashima	1210000.0	square metre
Q16836273	1343	http://www.wikidata.org/entity/Q16836273	Ayers Island	250905.0981888	square metre
Q915899	1342	http://www.wikidata.org/entity/Q915899	Nisiopi	953000.0	square metre
Q12879778	1342	http://www.wikidata.org/entity/Q12879778	Kythros	756000.0	square metre
Q6650450	1341	http://www.wikidata.org/entity/Q6650450	Little Island	1700000.0	square metre
Q821228	1339	http://www.wikidata.org/entity/Q821228	Triboldingerbohl	135570.0	square metre
Q2645495	1339	http://www.wikidata.org/entity/Q2645495	Remire	270000.0	square metre
Q1840493	1336	http://www.wikidata.org/entity/Q1840493	Lou Island	32000000.0	square metre
Q11876184	1336	http://www.wikidata.org/entity/Q11876184	Loistokari	3000.0	square metre
Q3358297	1334	http://www.wikidata.org/entity/Q3358297	Græsholm	90000.0	square metre
Q13550482	1334	http://www.wikidata.org/entity/Q13550482	Outer Brewster Island	81000.0	square metre
Q4376512	1333	http://www.wikidata.org/entity/Q4376512	Praia Islet	120000.0	square metre
