Entity	QRank	item	itemLabel	unitLabel	unit	maxHeight
Q2303314	62828	http://www.wikidata.org/entity/Q2303314	Al Faisaliah Centre	metre	http://www.wikidata.org/entity/Q11573	267.0
Q1347892	62476	http://www.wikidata.org/entity/Q1347892	Equitable Building	metre	http://www.wikidata.org/entity/Q11573	164.0
Q1477826	62003	http://www.wikidata.org/entity/Q1477826	550 Madison Avenue	metre	http://www.wikidata.org/entity/Q11573	197.0
Q3995200	61774	http://www.wikidata.org/entity/Q3995200	Allianz Tower	metre	http://www.wikidata.org/entity/Q11573	207.0
Q321040	61700	http://www.wikidata.org/entity/Q321040	Seat of the European Central Bank	metre	http://www.wikidata.org/entity/Q11573	185.0
Q2818016	61616	http://www.wikidata.org/entity/Q2818016	660 Fifth Avenue	meter	http://www.wikidata.org/entity/Q3710	147.21839528901134
Q499486	61594	http://www.wikidata.org/entity/Q499486	Bank of America Plaza	metre	http://www.wikidata.org/entity/Q11573	311.8
Q274916	61509	http://www.wikidata.org/entity/Q274916	8 Spruce Street	metre	http://www.wikidata.org/entity/Q11573	300.0
Q6063129	61502	http://www.wikidata.org/entity/Q6063129	Turkish House	metre	http://www.wikidata.org/entity/Q11573	171.0
Q3954120	61418	http://www.wikidata.org/entity/Q3954120	Ministry of Foreign Affairs of Russia main building	metre	http://www.wikidata.org/entity/Q11573	172.0
Q3272625	60815	http://www.wikidata.org/entity/Q3272625	Kenyatta International Convention Centre	metre	http://www.wikidata.org/entity/Q11573	105.0
Q466979	60810	http://www.wikidata.org/entity/Q466979	American Radiator Building	metre	http://www.wikidata.org/entity/Q11573	103.0
Q632019	60500	http://www.wikidata.org/entity/Q632019	Solow Building	metre	http://www.wikidata.org/entity/Q11573	210.0
Q3995702	60197	http://www.wikidata.org/entity/Q3995702	Torres Blancas	metre	http://www.wikidata.org/entity/Q11573	81.0
Q1364394	59543	http://www.wikidata.org/entity/Q1364394	Torre Picasso	metre	http://www.wikidata.org/entity/Q11573	157.0
Q1357866	58811	http://www.wikidata.org/entity/Q1357866	Warsaw Spire	metre	http://www.wikidata.org/entity/Q11573	220.0
Q6130456	58723	http://www.wikidata.org/entity/Q6130456	Jardine House	metre	http://www.wikidata.org/entity/Q11573	178.54
Q17217568	58311	http://www.wikidata.org/entity/Q17217568	Shinjuku Toho Building	metre	http://www.wikidata.org/entity/Q11573	130.25
Q935919	57952	http://www.wikidata.org/entity/Q935919	JPMorgan Chase Tower	metre	http://www.wikidata.org/entity/Q11573	305.4
Q622895	57806	http://www.wikidata.org/entity/Q622895	Aqua	metre	http://www.wikidata.org/entity/Q11573	262.0
Q1165269	57762	http://www.wikidata.org/entity/Q1165269	Marina 101	metre	http://www.wikidata.org/entity/Q11573	425.0
Q953610	57548	http://www.wikidata.org/entity/Q953610	Torre de Cristal	metre	http://www.wikidata.org/entity/Q11573	249.0
Q1603308	57471	http://www.wikidata.org/entity/Q1603308	Helmsley Building	metre	http://www.wikidata.org/entity/Q11573	172.0
Q1464592	56149	http://www.wikidata.org/entity/Q1464592	Wrigley Building	metre	http://www.wikidata.org/entity/Q11573	133.51
Q838780	55729	http://www.wikidata.org/entity/Q838780	Almas Tower	metre	http://www.wikidata.org/entity/Q11573	363.0
Q649426	55445	http://www.wikidata.org/entity/Q649426	Edificio España	metre	http://www.wikidata.org/entity/Q11573	117.0
Q16958963	54813	http://www.wikidata.org/entity/Q16958963	Comcast Technology Center	metre	http://www.wikidata.org/entity/Q11573	341.7
Q10939987	54419	http://www.wikidata.org/entity/Q10939987	Tianjin Chow Tai Fook Binhai Center	metre	http://www.wikidata.org/entity/Q11573	530.0
Q511612	53785	http://www.wikidata.org/entity/Q511612	Bahrain World Trade Center	metre	http://www.wikidata.org/entity/Q11573	240.0
Q112640	53607	http://www.wikidata.org/entity/Q112640	Central Plaza	metre	http://www.wikidata.org/entity/Q11573	374.0
Q1783427	52785	http://www.wikidata.org/entity/Q1783427	Trump International Hotel and Tower	metre	http://www.wikidata.org/entity/Q11573	177.62
Q249053	52639	http://www.wikidata.org/entity/Q249053	Złota 44	metre	http://www.wikidata.org/entity/Q11573	192.0
Q1495752	52362	http://www.wikidata.org/entity/Q1495752	Taipei Twin Towers	metre	http://www.wikidata.org/entity/Q11573	318.0
Q3533204	52103	http://www.wikidata.org/entity/Q3533204	Triangle	metre	http://www.wikidata.org/entity/Q11573	180.0
Q262041	51702	http://www.wikidata.org/entity/Q262041	70 Pine Street	metre	http://www.wikidata.org/entity/Q11573	290.2
Q1156778	51612	http://www.wikidata.org/entity/Q1156778	Manhattan Municipal Building	metre	http://www.wikidata.org/entity/Q11573	176.79
Q28873239	50809	http://www.wikidata.org/entity/Q28873239	Guoco Tower	metre	http://www.wikidata.org/entity/Q11573	290.0
Q3995195	50615	http://www.wikidata.org/entity/Q3995195	Generali Tower	metre	http://www.wikidata.org/entity/Q11573	177.4
Q1340132	50566	http://www.wikidata.org/entity/Q1340132	Encore	metre	http://www.wikidata.org/entity/Q11573	192.0
Q249065	49716	http://www.wikidata.org/entity/Q249065	Złote Tarasy	metre	http://www.wikidata.org/entity/Q11573	105.0
Q116002	49304	http://www.wikidata.org/entity/Q116002	200 West Street	meter	http://www.wikidata.org/entity/Q3710	228.29519269455383
Q116002	49304	http://www.wikidata.org/entity/Q116002	200 West Street	metre	http://www.wikidata.org/entity/Q11573	228.0
Q244391	48951	http://www.wikidata.org/entity/Q244391	General Electric Building	metre	http://www.wikidata.org/entity/Q11573	195.0
Q519568	48453	http://www.wikidata.org/entity/Q519568	Torre Cepsa	metre	http://www.wikidata.org/entity/Q11573	248.3
Q687413	48317	http://www.wikidata.org/entity/Q687413	4 Times Square	metre	http://www.wikidata.org/entity/Q11573	246.5
Q1050074	48296	http://www.wikidata.org/entity/Q1050074	28 Liberty Street	metre	http://www.wikidata.org/entity/Q11573	247.8
Q17640070	47941	http://www.wikidata.org/entity/Q17640070	Tour Hekla	metre	http://www.wikidata.org/entity/Q11573	220.0
Q1113808	47760	http://www.wikidata.org/entity/Q1113808	Comcast Center	metre	http://www.wikidata.org/entity/Q11573	297.0
Q143235	47695	http://www.wikidata.org/entity/Q143235	Wuhan Greenland Center	metre	http://www.wikidata.org/entity/Q11573	475.6
Q1499859	47177	http://www.wikidata.org/entity/Q1499859	New York Life Building	metre	http://www.wikidata.org/entity/Q11573	187.5
Q30303011	47158	http://www.wikidata.org/entity/Q30303011	The Link	metre	http://www.wikidata.org/entity/Q11573	241.0
Q169420	46729	http://www.wikidata.org/entity/Q169420	Edifício Altino Arantes	metre	http://www.wikidata.org/entity/Q11573	161.22
Q471329	46565	http://www.wikidata.org/entity/Q471329	City-Hochhaus Leipzig	metre	http://www.wikidata.org/entity/Q11573	142.0
Q684027	46506	http://www.wikidata.org/entity/Q684027	Key Tower	metre	http://www.wikidata.org/entity/Q11573	288.0
Q1049122	46401	http://www.wikidata.org/entity/Q1049122	Marunouchi Building	metre	http://www.wikidata.org/entity/Q11573	179.2
Q743683	46342	http://www.wikidata.org/entity/Q743683	Tour Total	metre	http://www.wikidata.org/entity/Q11573	187.0
Q55908607	46239	http://www.wikidata.org/entity/Q55908607	Raffles City Chongqing	metre	http://www.wikidata.org/entity/Q11573	356.0
Q702322	45700	http://www.wikidata.org/entity/Q702322	Koryo Hotel	metre	http://www.wikidata.org/entity/Q11573	148.0
Q814128	45486	http://www.wikidata.org/entity/Q814128	Beetham Tower	metre	http://www.wikidata.org/entity/Q11573	169.0
Q1453542	45184	http://www.wikidata.org/entity/Q1453542	Freedom Tower	metre	http://www.wikidata.org/entity/Q11573	78.0
Q2339039	44760	http://www.wikidata.org/entity/Q2339039	Centre Point	metre	http://www.wikidata.org/entity/Q11573	117.0
Q956198	44663	http://www.wikidata.org/entity/Q956198	New York World Building	metre	http://www.wikidata.org/entity/Q11573	106.6
Q24885196	44590	http://www.wikidata.org/entity/Q24885196	Azrieli Sarona Tower	metre	http://www.wikidata.org/entity/Q11573	238.5
Q21026850	44032	http://www.wikidata.org/entity/Q21026850	Neva Towers	metre	http://www.wikidata.org/entity/Q11573	345.0
Q3489200	43854	http://www.wikidata.org/entity/Q3489200	345 Park Avenue	meter	http://www.wikidata.org/entity/Q3710	193.24624181612023
Q3489200	43854	http://www.wikidata.org/entity/Q3489200	345 Park Avenue	metre	http://www.wikidata.org/entity/Q11573	193.0
Q3499753	43848	http://www.wikidata.org/entity/Q3499753	Oslo Plaza	metre	http://www.wikidata.org/entity/Q11573	117.0
Q976172	43642	http://www.wikidata.org/entity/Q976172	Carlton Centre	metre	http://www.wikidata.org/entity/Q11573	222.5
Q11226072	43625	http://www.wikidata.org/entity/Q11226072	JP Tower	metre	http://www.wikidata.org/entity/Q11573	200.0
Q1342690	43369	http://www.wikidata.org/entity/Q1342690	One Worldwide Plaza	metre	http://www.wikidata.org/entity/Q11573	237.1
Q1357650	43067	http://www.wikidata.org/entity/Q1357650	Williams Tower	metre	http://www.wikidata.org/entity/Q11573	274.6
Q14084282	42806	http://www.wikidata.org/entity/Q14084282	Joelma Building	metre	http://www.wikidata.org/entity/Q11573	94.0
Q382121	42583	http://www.wikidata.org/entity/Q382121	Zifeng Tower	metre	http://www.wikidata.org/entity/Q11573	450.0
Q1201344	42384	http://www.wikidata.org/entity/Q1201344	Osaka Prefectural Government Sakishima Building	metre	http://www.wikidata.org/entity/Q11573	256.0
Q1470046	42317	http://www.wikidata.org/entity/Q1470046	Kingkey 100	metre	http://www.wikidata.org/entity/Q11573	442.0
Q5961370	42170	http://www.wikidata.org/entity/Q5961370	Haeundae LCT The Sharp	metre	http://www.wikidata.org/entity/Q11573	411.0
Q700058	42143	http://www.wikidata.org/entity/Q700058	Cheung Kong Center	metre	http://www.wikidata.org/entity/Q11573	283.0
Q130478	41913	http://www.wikidata.org/entity/Q130478	The Center	metre	http://www.wikidata.org/entity/Q11573	346.0
Q1155401	40913	http://www.wikidata.org/entity/Q1155401	Midland Square	metre	http://www.wikidata.org/entity/Q11573	247.0
Q194347	40688	http://www.wikidata.org/entity/Q194347	15 Penn Plaza	metre	http://www.wikidata.org/entity/Q11573	370.6
Q3533034	40678	http://www.wikidata.org/entity/Q3533034	CMA CGM Tower	metre	http://www.wikidata.org/entity/Q11573	147.0
Q28224747	40476	http://www.wikidata.org/entity/Q28224747	Belgrade Tower	metre	http://www.wikidata.org/entity/Q11573	168.0
Q24840610	40269	http://www.wikidata.org/entity/Q24840610	Taipei Nan Shan Plaza	metre	http://www.wikidata.org/entity/Q11573	272.0
Q648338	40231	http://www.wikidata.org/entity/Q648338	Rose Tower	metre	http://www.wikidata.org/entity/Q11573	333.0
Q2446907	40068	http://www.wikidata.org/entity/Q2446907	53W53	metre	http://www.wikidata.org/entity/Q11573	320.0
Q1101096	39925	http://www.wikidata.org/entity/Q1101096	Sanno Park Tower	metre	http://www.wikidata.org/entity/Q11573	194.5
Q1101096	39925	http://www.wikidata.org/entity/Q1101096	Sanno Park Tower	meter	http://www.wikidata.org/entity/Q3710	194.45020177759355
Q2741526	39895	http://www.wikidata.org/entity/Q2741526	De Rotterdam	metre	http://www.wikidata.org/entity/Q11573	149.0
Q701571	39848	http://www.wikidata.org/entity/Q701571	Park Inn by Radisson Berlin Alexanderplatz	metre	http://www.wikidata.org/entity/Q11573	125.0
Q598604	39598	http://www.wikidata.org/entity/Q598604	Terminal Tower	metre	http://www.wikidata.org/entity/Q11573	215.8
Q6108856	39473	http://www.wikidata.org/entity/Q6108856	JR Central Towers	metre	http://www.wikidata.org/entity/Q11573	245.1
Q1567534	39320	http://www.wikidata.org/entity/Q1567534	The Adelaide Hotel Toronto	metre	http://www.wikidata.org/entity/Q11573	277.0
Q5270	39194	http://www.wikidata.org/entity/Q5270	Tour Part-Dieu	metre	http://www.wikidata.org/entity/Q11573	169.4
Q209017	39186	http://www.wikidata.org/entity/Q209017	1 Wall Street	metre	http://www.wikidata.org/entity/Q11573	199.0
Q1043438	39021	http://www.wikidata.org/entity/Q1043438	Guangzhou International Finance Center	metre	http://www.wikidata.org/entity/Q11573	440.0
Q939044	38980	http://www.wikidata.org/entity/Q939044	Shell Centre	metre	http://www.wikidata.org/entity/Q11573	107.0
Q1501652	38783	http://www.wikidata.org/entity/Q1501652	General Motors Building	metre	http://www.wikidata.org/entity/Q11573	215.0
Q4640138	38779	http://www.wikidata.org/entity/Q4640138	The Scalpel	metre	http://www.wikidata.org/entity/Q11573	190.0
Q737602	38463	http://www.wikidata.org/entity/Q737602	Aspire Tower	metre	http://www.wikidata.org/entity/Q11573	300.0
Q1138648	38363	http://www.wikidata.org/entity/Q1138648	One Penn Plaza	metre	http://www.wikidata.org/entity/Q11573	229.0
Q80495	37679	http://www.wikidata.org/entity/Q80495	Millennium Tower	metre	http://www.wikidata.org/entity/Q11573	202.0
Q1150357	37641	http://www.wikidata.org/entity/Q1150357	Midtown Tower	metre	http://www.wikidata.org/entity/Q11573	248.1
Q244114	37596	http://www.wikidata.org/entity/Q244114	55 Water Street	metre	http://www.wikidata.org/entity/Q11573	209.0
Q224126	37197	http://www.wikidata.org/entity/Q224126	30 Park Place	metre	http://www.wikidata.org/entity/Q11573	286.0
Q933431	37077	http://www.wikidata.org/entity/Q933431	Fisher Building	metre	http://www.wikidata.org/entity/Q11573	135.47
Q1196348	37055	http://www.wikidata.org/entity/Q1196348	Smith Tower	metre	http://www.wikidata.org/entity/Q11573	159.0
Q2493262	36995	http://www.wikidata.org/entity/Q2493262	Imperia Tower	metre	http://www.wikidata.org/entity/Q11573	239.0
Q1542408	35868	http://www.wikidata.org/entity/Q1542408	Gran Torre Costanera	metre	http://www.wikidata.org/entity/Q11573	300.0
Q8647	35730	http://www.wikidata.org/entity/Q8647	Tour Incity	metre	http://www.wikidata.org/entity/Q11573	200.0
Q42258	35677	http://www.wikidata.org/entity/Q42258	Mirante do Vale	metre	http://www.wikidata.org/entity/Q11573	170.0
Q167195	35511	http://www.wikidata.org/entity/Q167195	Post Tower	metre	http://www.wikidata.org/entity/Q11573	162.5
Q2878337	35495	http://www.wikidata.org/entity/Q2878337	Mode Gakuen Spiral Towers	metre	http://www.wikidata.org/entity/Q11573	170.0
Q875078	34720	http://www.wikidata.org/entity/Q875078	731 Lexington Avenue	metre	http://www.wikidata.org/entity/Q11573	245.7
Q1201889	34620	http://www.wikidata.org/entity/Q1201889	Tokyo Opera City Tower	metre	http://www.wikidata.org/entity/Q11573	234.371
Q118214	34501	http://www.wikidata.org/entity/Q118214	Telekom Tower	metre	http://www.wikidata.org/entity/Q11573	310.0
Q1343055	34438	http://www.wikidata.org/entity/Q1343055	Swissôtel The Stamford	metre	http://www.wikidata.org/entity/Q11573	226.0
Q227873	34414	http://www.wikidata.org/entity/Q227873	375 Pearl Street	metre	http://www.wikidata.org/entity/Q11573	160.0
Q3995204	34249	http://www.wikidata.org/entity/Q3995204	Libeskind Tower	metre	http://www.wikidata.org/entity/Q11573	175.0
Q104857472	33981	http://www.wikidata.org/entity/Q104857472	Tokiwabashi Tower	metre	http://www.wikidata.org/entity/Q11573	212.0
Q172811	33893	http://www.wikidata.org/entity/Q172811	1221 Avenue of the Americas	metre	http://www.wikidata.org/entity/Q11573	205.0
Q47539081	33761	http://www.wikidata.org/entity/Q47539081	Fubon Xinyi A25	metre	http://www.wikidata.org/entity/Q11573	266.0
Q4547246	33677	http://www.wikidata.org/entity/Q4547246	1101 Brickell	metre	http://www.wikidata.org/entity/Q11573	265.0
Q3121267	33655	http://www.wikidata.org/entity/Q3121267	Iberdrola Tower	metre	http://www.wikidata.org/entity/Q11573	165.0
Q992616	33643	http://www.wikidata.org/entity/Q992616	Four Seasons Hotel New York	metre	http://www.wikidata.org/entity/Q11573	208.0
Q616863	33584	http://www.wikidata.org/entity/Q616863	Palazzo Lombardia	metre	http://www.wikidata.org/entity/Q11573	161.3
Q1063195	33337	http://www.wikidata.org/entity/Q1063195	Torre de Madrid	metre	http://www.wikidata.org/entity/Q11573	142.0
Q1810949	32889	http://www.wikidata.org/entity/Q1810949	NBC Tower	metre	http://www.wikidata.org/entity/Q11573	191.0
Q3500463	32867	http://www.wikidata.org/entity/Q3500463	BOK Tower	metre	http://www.wikidata.org/entity/Q11573	203.3
Q651643	32709	http://www.wikidata.org/entity/Q651643	Torre PwC	metre	http://www.wikidata.org/entity/Q11573	236.0
Q1093913	32557	http://www.wikidata.org/entity/Q1093913	Moshe Aviv Tower	metre	http://www.wikidata.org/entity/Q11573	244.1
Q26723784	32485	http://www.wikidata.org/entity/Q26723784	Majakka	metre	http://www.wikidata.org/entity/Q11573	134.0
Q769503	31944	http://www.wikidata.org/entity/Q769503	Centrum LIM	metre	http://www.wikidata.org/entity/Q11573	170.0
Q198046	31791	http://www.wikidata.org/entity/Q198046	Eurotower	metre	http://www.wikidata.org/entity/Q11573	148.0
Q1134387	31745	http://www.wikidata.org/entity/Q1134387	Shin-Marunouchi Building	metre	http://www.wikidata.org/entity/Q11573	197.6
Q1066662	31598	http://www.wikidata.org/entity/Q1066662	Park Row Building	metre	http://www.wikidata.org/entity/Q11573	119.0
Q1582716	31577	http://www.wikidata.org/entity/Q1582716	Water Tower Place	metre	http://www.wikidata.org/entity/Q11573	262.0
Q48752023	31422	http://www.wikidata.org/entity/Q48752023	Tokyo Midtown Hibiya	metre	http://www.wikidata.org/entity/Q11573	192.0
Q21015905	31396	http://www.wikidata.org/entity/Q21015905	Amazon Tower I	metre	http://www.wikidata.org/entity/Q11573	160.0
Q21015905	31396	http://www.wikidata.org/entity/Q21015905	Amazon Tower I	meter	http://www.wikidata.org/entity/Q3710	159.71519488911375
Q7984220	31051	http://www.wikidata.org/entity/Q7984220	Via 57 West	metre	http://www.wikidata.org/entity/Q11573	142.0
Q216264	30982	http://www.wikidata.org/entity/Q216264	23 Marina	metre	http://www.wikidata.org/entity/Q11573	392.4
Q3234973	30970	http://www.wikidata.org/entity/Q3234973	Hopewell Centre	metre	http://www.wikidata.org/entity/Q11573	222.0
Q683345	30780	http://www.wikidata.org/entity/Q683345	Prime Tower	metre	http://www.wikidata.org/entity/Q11573	126.0
Q806675	30418	http://www.wikidata.org/entity/Q806675	Bank of America Plaza	metre	http://www.wikidata.org/entity/Q11573	281.0
Q19817557	30012	http://www.wikidata.org/entity/Q19817557	One Thousand Museum	meter	http://www.wikidata.org/entity/Q3710	213.35999317248024
Q19817557	30012	http://www.wikidata.org/entity/Q19817557	One Thousand Museum	metre	http://www.wikidata.org/entity/Q11573	210.0
Q2915137	29823	http://www.wikidata.org/entity/Q2915137	Shalom Meir Tower	metre	http://www.wikidata.org/entity/Q11573	127.4
Q1983213	29542	http://www.wikidata.org/entity/Q1983213	Barclay-Vesey Building	metre	http://www.wikidata.org/entity/Q11573	116.0
Q2943678	29378	http://www.wikidata.org/entity/Q2943678	Chase Tower	metre	http://www.wikidata.org/entity/Q11573	147.22
Q173498	29294	http://www.wikidata.org/entity/Q173498	Exxon Building	metre	http://www.wikidata.org/entity/Q11573	229.0
Q30943611	29292	http://www.wikidata.org/entity/Q30943611	Taichung Commercial Bank Headquarters	metre	http://www.wikidata.org/entity/Q11573	200.0
Q10413351	29269	http://www.wikidata.org/entity/Q10413351	Doha Tower	metre	http://www.wikidata.org/entity/Q11573	238.0
Q1808317	29017	http://www.wikidata.org/entity/Q1808317	The Marina Torch	metre	http://www.wikidata.org/entity/Q11573	352.0
Q609140	28729	http://www.wikidata.org/entity/Q609140	AON Hanoi Landmark Tower	metre	http://www.wikidata.org/entity/Q11573	346.0
Q607743	28466	http://www.wikidata.org/entity/Q607743	Aon Center	metre	http://www.wikidata.org/entity/Q11573	262.0
Q2919969	28406	http://www.wikidata.org/entity/Q2919969	Torres de Colón	metre	http://www.wikidata.org/entity/Q11573	116.0
Q492112	28301	http://www.wikidata.org/entity/Q492112	Andraus Building	metre	http://www.wikidata.org/entity/Q11573	115.0
Q5735208	28111	http://www.wikidata.org/entity/Q5735208	Parsian Esteghlal Hotel	metre	http://www.wikidata.org/entity/Q11573	57.3
Q1229086	28047	http://www.wikidata.org/entity/Q1229086	The Bow	metre	http://www.wikidata.org/entity/Q11573	237.5
Q1344856	27923	http://www.wikidata.org/entity/Q1344856	Place Ville Marie	meter	http://www.wikidata.org/entity/Q3710	188.0006339839797
Q1344856	27923	http://www.wikidata.org/entity/Q1344856	Place Ville Marie	metre	http://www.wikidata.org/entity/Q11573	188.0
Q2669877	27574	http://www.wikidata.org/entity/Q2669877	Highcliff	metre	http://www.wikidata.org/entity/Q11573	252.4
Q615950	27224	http://www.wikidata.org/entity/Q615950	Central Market Project	metre	http://www.wikidata.org/entity/Q11573	381.0
Q2275601	27176	http://www.wikidata.org/entity/Q2275601	30 Hudson Street	metre	http://www.wikidata.org/entity/Q11573	238.0
Q3535524	27167	http://www.wikidata.org/entity/Q3535524	Les Mercuriales	metre	http://www.wikidata.org/entity/Q11573	122.0
Q643536	27147	http://www.wikidata.org/entity/Q643536	BahnTower	metre	http://www.wikidata.org/entity/Q11573	103.0
Q3277027	27131	http://www.wikidata.org/entity/Q3277027	Suzhou Zhongnan Center	metre	http://www.wikidata.org/entity/Q11573	499.0
Q1096141	27064	http://www.wikidata.org/entity/Q1096141	Act Tower	metre	http://www.wikidata.org/entity/Q11573	212.77
Q2974817	26850	http://www.wikidata.org/entity/Q2974817	Paris Tribunal	metre	http://www.wikidata.org/entity/Q11573	160.0
Q708060	26568	http://www.wikidata.org/entity/Q708060	Tower 185	metre	http://www.wikidata.org/entity/Q11573	200.0
Q948178	26555	http://www.wikidata.org/entity/Q948178	Torre Ejecutiva Pemex	metre	http://www.wikidata.org/entity/Q11573	211.0
Q236201	26482	http://www.wikidata.org/entity/Q236201	Shun Hing Square	metre	http://www.wikidata.org/entity/Q11573	384.0
Q152129	26343	http://www.wikidata.org/entity/Q152129	Carew Tower	metre	http://www.wikidata.org/entity/Q11573	175.0
Q374662	26316	http://www.wikidata.org/entity/Q374662	Pentominium	metre	http://www.wikidata.org/entity/Q11573	516.0
Q170610	26239	http://www.wikidata.org/entity/Q170610	Edifício Itália	metre	http://www.wikidata.org/entity/Q11573	165.0
Q3090112	26171	http://www.wikidata.org/entity/Q3090112	Tour Pleyel	metre	http://www.wikidata.org/entity/Q11573	143.0
Q5270933	26126	http://www.wikidata.org/entity/Q5270933	Diamond Tower	metre	http://www.wikidata.org/entity/Q11573	432.0
Q247887	25964	http://www.wikidata.org/entity/Q247887	60 Wall Street	metre	http://www.wikidata.org/entity/Q11573	227.0
Q1049868	25960	http://www.wikidata.org/entity/Q1049868	Warsaw Trade Tower	metre	http://www.wikidata.org/entity/Q11573	208.0
Q496218	25809	http://www.wikidata.org/entity/Q496218	Busan Lotte World Tower	metre	http://www.wikidata.org/entity/Q11573	380.0
Q3495648	25653	http://www.wikidata.org/entity/Q3495648	AZ Tower	metre	http://www.wikidata.org/entity/Q11573	111.0
Q867340	25622	http://www.wikidata.org/entity/Q867340	Harbour Centre	metre	http://www.wikidata.org/entity/Q11573	169.0
Q1925855	25407	http://www.wikidata.org/entity/Q1925855	Metropolitan Life North Building	metre	http://www.wikidata.org/entity/Q11573	137.5
Q1417597	25348	http://www.wikidata.org/entity/Q1417597	One Island East	metre	http://www.wikidata.org/entity/Q11573	298.4
Q2414200	25254	http://www.wikidata.org/entity/Q2414200	The Sherry-Netherland	metre	http://www.wikidata.org/entity/Q11573	170.69
Q7757213	25186	http://www.wikidata.org/entity/Q7757213	The Pinnacle@Duxton	metre	http://www.wikidata.org/entity/Q11573	156.0
Q1184156	25014	http://www.wikidata.org/entity/Q1184156	Gebouw Delftse Poort	metre	http://www.wikidata.org/entity/Q11573	151.0
Q30754048	25003	http://www.wikidata.org/entity/Q30754048	Ciel Tower	metre	http://www.wikidata.org/entity/Q11573	366.0
Q1785026	24913	http://www.wikidata.org/entity/Q1785026	Living Shangri-La	metre	http://www.wikidata.org/entity/Q11573	201.0
Q1374287	24838	http://www.wikidata.org/entity/Q1374287	Eurasia	metre	http://www.wikidata.org/entity/Q11573	308.9
Q1801054	24772	http://www.wikidata.org/entity/Q1801054	Lake Point Tower	metre	http://www.wikidata.org/entity/Q11573	197.0
Q1749785	24417	http://www.wikidata.org/entity/Q1749785	Southeast Financial Center	metre	http://www.wikidata.org/entity/Q11573	233.0
Q15790479	24209	http://www.wikidata.org/entity/Q15790479	Burj Rafal	metre	http://www.wikidata.org/entity/Q11573	308.0
Q247531	24033	http://www.wikidata.org/entity/Q247531	Silberturm	metre	http://www.wikidata.org/entity/Q11573	166.3
Q28223286	23821	http://www.wikidata.org/entity/Q28223286	Britam Tower	metre	http://www.wikidata.org/entity/Q11573	200.1
Q525790	23770	http://www.wikidata.org/entity/Q525790	Cadillac Place	metre	http://www.wikidata.org/entity/Q11573	67.1
Q109370484	23765	http://www.wikidata.org/entity/Q109370484	Osaka Umeda Twin Towers South	metre	http://www.wikidata.org/entity/Q11573	188.9
Q3089263	23752	http://www.wikidata.org/entity/Q3089263	Frost Bank Tower	metre	http://www.wikidata.org/entity/Q11573	157.2
Q21092654	23487	http://www.wikidata.org/entity/Q21092654	Stantec Tower	metre	http://www.wikidata.org/entity/Q11573	250.8
Q2779414	23467	http://www.wikidata.org/entity/Q2779414	Torre Insignia	metre	http://www.wikidata.org/entity/Q11573	127.0
Q18111159	23417	http://www.wikidata.org/entity/Q18111159	China Resources Tower	metre	http://www.wikidata.org/entity/Q11573	392.5
Q3303658	23390	http://www.wikidata.org/entity/Q3303658	330 West 42nd Street	metre	http://www.wikidata.org/entity/Q11573	148.0
Q762816	23384	http://www.wikidata.org/entity/Q762816	26 Broadway	metre	http://www.wikidata.org/entity/Q11573	158.5
Q133599	23372	http://www.wikidata.org/entity/Q133599	500 Fifth Avenue	metre	http://www.wikidata.org/entity/Q11573	216.1
Q5364903	23316	http://www.wikidata.org/entity/Q5364903	Shibuya Mark City	metre	http://www.wikidata.org/entity/Q11573	99.67
Q1774820	23257	http://www.wikidata.org/entity/Q1774820	Parc1	metre	http://www.wikidata.org/entity/Q11573	333.0
Q657979	23237	http://www.wikidata.org/entity/Q657979	Westendstrasse 1	metre	http://www.wikidata.org/entity/Q11573	208.0
Q11543018	23130	http://www.wikidata.org/entity/Q11543018	Yokohama City Hall	metre	http://www.wikidata.org/entity/Q11573	155.0
Q138752	22988	http://www.wikidata.org/entity/Q138752	25 Bank Street	metre	http://www.wikidata.org/entity/Q11573	153.0
Q1816400	22876	http://www.wikidata.org/entity/Q1816400	South Tower	metre	http://www.wikidata.org/entity/Q11573	150.0
Q555142	22729	http://www.wikidata.org/entity/Q555142	Cologne Tower	metre	http://www.wikidata.org/entity/Q11573	148.5
Q3511624	22613	http://www.wikidata.org/entity/Q3511624	Süzer Plaza	metre	http://www.wikidata.org/entity/Q11573	153.6
Q3533127	22457	http://www.wikidata.org/entity/Q3533127	Tour Majunga	metre	http://www.wikidata.org/entity/Q11573	194.0
Q707379	22342	http://www.wikidata.org/entity/Q707379	Hotel Kazakhstan	metre	http://www.wikidata.org/entity/Q11573	129.8
Q85810295	22339	http://www.wikidata.org/entity/Q85810295	Tour To-Lyon	metre	http://www.wikidata.org/entity/Q11573	171.0
Q28405790	22331	http://www.wikidata.org/entity/Q28405790	Sky Fort	metre	http://www.wikidata.org/entity/Q11573	202.0
Q48842378	22268	http://www.wikidata.org/entity/Q48842378	Olivia Star	metre	http://www.wikidata.org/entity/Q11573	180.0
Q2673535	22224	http://www.wikidata.org/entity/Q2673535	Rinku Gate Tower Building	metre	http://www.wikidata.org/entity/Q11573	256.0
Q268559	22162	http://www.wikidata.org/entity/Q268559	77 West Wacker Drive	metre	http://www.wikidata.org/entity/Q11573	204.0
Q15264124	22156	http://www.wikidata.org/entity/Q15264124	10 Hudson Yards	metre	http://www.wikidata.org/entity/Q11573	273.0
